t,hidden_U,dataset,seed
0,1.0882783849322115,S2_hidden_confounder,6
1,0.4546802105908149,S2_hidden_confounder,6
2,0.03858377087727627,S2_hidden_confounder,6
3,-0.6645528087850552,S2_hidden_confounder,6
4,-0.03902889880441294,S2_hidden_confounder,6
5,-0.6525583968476536,S2_hidden_confounder,6
6,-0.23328405587713275,S2_hidden_confounder,6
7,0.10298580683069376,S2_hidden_confounder,6
8,-0.7105767624301683,S2_hidden_confounder,6
9,-1.2846722718817805,S2_hidden_confounder,6
10,-1.1306924196934485,S2_hidden_confounder,6
11,-1.1063780763127122,S2_hidden_confounder,6
12,-1.97105222450465,S2_hidden_confounder,6
13,-0.9599610953492566,S2_hidden_confounder,6
14,-0.11918185945537339,S2_hidden_confounder,6
15,0.4644763587711878,S2_hidden_confounder,6
16,0.736441471665682,S2_hidden_confounder,6
17,-0.7438385666032287,S2_hidden_confounder,6
18,-2.537425176466869,S2_hidden_confounder,6
19,-1.7836831699085134,S2_hidden_confounder,6
20,-1.9204173954500838,S2_hidden_confounder,6
21,-1.0668913124146473,S2_hidden_confounder,6
22,-1.25401578201836,S2_hidden_confounder,6
23,-0.7175723161533012,S2_hidden_confounder,6
24,0.1670682358735265,S2_hidden_confounder,6
25,-0.3036847958898017,S2_hidden_confounder,6
26,-0.45958491989180544,S2_hidden_confounder,6
27,0.2699927099424619,S2_hidden_confounder,6
28,-0.7185750536503706,S2_hidden_confounder,6
29,-0.2947308594956957,S2_hidden_confounder,6
30,-1.1007116947531717,S2_hidden_confounder,6
31,-1.9475244190802745,S2_hidden_confounder,6
32,-0.9365196140350172,S2_hidden_confounder,6
33,-1.7301447884348484,S2_hidden_confounder,6
34,0.6433356435897764,S2_hidden_confounder,6
35,0.49314495531452923,S2_hidden_confounder,6
36,0.9855372412152418,S2_hidden_confounder,6
37,1.0665843101135453,S2_hidden_confounder,6
38,0.2643774209168412,S2_hidden_confounder,6
39,0.19139987452078103,S2_hidden_confounder,6
40,-0.6892295677873455,S2_hidden_confounder,6
41,-1.312498624493708,S2_hidden_confounder,6
42,-1.2581253905942578,S2_hidden_confounder,6
43,-1.066679412008202,S2_hidden_confounder,6
44,0.6027086144832199,S2_hidden_confounder,6
45,0.5418492046921415,S2_hidden_confounder,6
46,0.775573882907141,S2_hidden_confounder,6
47,0.8346946147799809,S2_hidden_confounder,6
48,0.31952009016544225,S2_hidden_confounder,6
49,0.7494434859494875,S2_hidden_confounder,6
50,0.3170536730531147,S2_hidden_confounder,6
51,0.4779291215664523,S2_hidden_confounder,6
52,-0.10282157217297,S2_hidden_confounder,6
53,0.41020932862812876,S2_hidden_confounder,6
54,-1.14597268886574,S2_hidden_confounder,6
55,-0.4415314151254478,S2_hidden_confounder,6
56,0.5747646814224744,S2_hidden_confounder,6
57,0.7480998878678392,S2_hidden_confounder,6
58,0.005276816337065883,S2_hidden_confounder,6
59,0.831234656069165,S2_hidden_confounder,6
60,0.06698821143218,S2_hidden_confounder,6
61,0.3544139107592044,S2_hidden_confounder,6
62,0.25910854280872186,S2_hidden_confounder,6
63,0.6044736447692335,S2_hidden_confounder,6
64,0.7905886178786657,S2_hidden_confounder,6
65,0.9802015973109971,S2_hidden_confounder,6
66,1.4554013985988206,S2_hidden_confounder,6
67,0.7233974456153827,S2_hidden_confounder,6
68,1.7088637694288953,S2_hidden_confounder,6
69,1.3084597908966775,S2_hidden_confounder,6
70,1.6864111334772842,S2_hidden_confounder,6
71,1.5942738888524164,S2_hidden_confounder,6
72,1.1276308239024515,S2_hidden_confounder,6
73,0.8987597392462909,S2_hidden_confounder,6
74,1.2967114804492539,S2_hidden_confounder,6
75,1.0322366324346175,S2_hidden_confounder,6
76,1.5860425950865302,S2_hidden_confounder,6
77,0.9954510260913708,S2_hidden_confounder,6
78,-0.23460176543904526,S2_hidden_confounder,6
79,-0.2599868199704213,S2_hidden_confounder,6
80,0.3559883021662719,S2_hidden_confounder,6
81,-0.25746731521550953,S2_hidden_confounder,6
82,-0.6852682714075278,S2_hidden_confounder,6
83,-0.6691285053673538,S2_hidden_confounder,6
84,-1.1449555815780728,S2_hidden_confounder,6
85,-1.1337816384591963,S2_hidden_confounder,6
86,-0.3184922370862853,S2_hidden_confounder,6
87,0.3427302446518386,S2_hidden_confounder,6
88,0.024697031473685804,S2_hidden_confounder,6
89,-0.30037732548426,S2_hidden_confounder,6
90,-0.10914135084994843,S2_hidden_confounder,6
91,0.4268639441566154,S2_hidden_confounder,6
92,1.100017438839316,S2_hidden_confounder,6
