t,hidden_U,dataset,seed
0,0.15851667446503664,S2_hidden_confounder,2
1,0.17702324529982522,S2_hidden_confounder,2
2,1.0951202108775735,S2_hidden_confounder,2
3,0.05159184444201928,S2_hidden_confounder,2
4,-1.239542832544337,S2_hidden_confounder,2
5,-1.167399994897688,S2_hidden_confounder,2
6,-1.289999984316999,S2_hidden_confounder,2
7,-1.4833557186466084,S2_hidden_confounder,2
8,-1.0917855148154,S2_hidden_confounder,2
9,-0.5837642584325522,S2_hidden_confounder,2
10,-0.2731002452805703,S2_hidden_confounder,2
11,-0.08899752751475501,S2_hidden_confounder,2
12,-0.5701646800592446,S2_hidden_confounder,2
13,0.7102518611304871,S2_hidden_confounder,2
14,0.2083518514101989,S2_hidden_confounder,2
15,-0.5500166765730211,S2_hidden_confounder,2
16,-0.3956161415578568,S2_hidden_confounder,2
17,0.027304130805289817,S2_hidden_confounder,2
18,-1.1652336125238432,S2_hidden_confounder,2
19,-0.35106662400830535,S2_hidden_confounder,2
20,-0.025197133057931555,S2_hidden_confounder,2
21,0.052949723678248226,S2_hidden_confounder,2
22,-0.024274260308205137,S2_hidden_confounder,2
23,1.1035305276659202,S2_hidden_confounder,2
24,2.0419891410017135,S2_hidden_confounder,2
25,0.624018924247484,S2_hidden_confounder,2
26,0.15464316212269794,S2_hidden_confounder,2
27,-0.3136020760360507,S2_hidden_confounder,2
28,-0.3355619763825013,S2_hidden_confounder,2
29,-0.9077451387253721,S2_hidden_confounder,2
30,-1.471423018150831,S2_hidden_confounder,2
31,-1.3326000484071212,S2_hidden_confounder,2
32,-1.2065769166858362,S2_hidden_confounder,2
33,-0.2776436601351413,S2_hidden_confounder,2
34,0.3497807342437068,S2_hidden_confounder,2
35,0.6484365007717616,S2_hidden_confounder,2
36,0.7588523332820627,S2_hidden_confounder,2
37,1.5772588876046958,S2_hidden_confounder,2
38,0.5656420959804765,S2_hidden_confounder,2
39,0.18478005022629126,S2_hidden_confounder,2
40,0.5695166538076621,S2_hidden_confounder,2
41,-0.1924377285593429,S2_hidden_confounder,2
42,0.305690124746796,S2_hidden_confounder,2
43,-0.326347586492493,S2_hidden_confounder,2
44,-0.4712148075363907,S2_hidden_confounder,2
45,-0.7817164790536046,S2_hidden_confounder,2
46,-0.07400441291687725,S2_hidden_confounder,2
47,-0.5446543626612335,S2_hidden_confounder,2
48,-0.3156422505716013,S2_hidden_confounder,2
49,0.2500202452492558,S2_hidden_confounder,2
50,0.5575293754669715,S2_hidden_confounder,2
51,0.3995997309410144,S2_hidden_confounder,2
52,-0.46091031801488236,S2_hidden_confounder,2
53,0.04468730181646166,S2_hidden_confounder,2
54,-0.5574177477177901,S2_hidden_confounder,2
55,0.11183988948947682,S2_hidden_confounder,2
56,-0.12054001446222525,S2_hidden_confounder,2
57,0.5692674243804964,S2_hidden_confounder,2
58,0.3260135291983723,S2_hidden_confounder,2
59,0.2393874934203568,S2_hidden_confounder,2
60,-0.5428482524109209,S2_hidden_confounder,2
61,-0.3185922521858383,S2_hidden_confounder,2
62,0.5196075225420246,S2_hidden_confounder,2
63,0.43968858495865093,S2_hidden_confounder,2
64,0.534129577170875,S2_hidden_confounder,2
65,-0.2368006050835203,S2_hidden_confounder,2
66,0.8082886195276737,S2_hidden_confounder,2
67,-0.22005661729340556,S2_hidden_confounder,2
68,0.8374951355816583,S2_hidden_confounder,2
69,0.30328231726983046,S2_hidden_confounder,2
70,-1.3681187502162206,S2_hidden_confounder,2
71,-0.8394547667989204,S2_hidden_confounder,2
72,-0.7026846821450514,S2_hidden_confounder,2
73,-1.1159991471805957,S2_hidden_confounder,2
74,-1.683341962412681,S2_hidden_confounder,2
75,-1.0075467799932716,S2_hidden_confounder,2
76,-0.7308808108894765,S2_hidden_confounder,2
77,-0.6548297793575801,S2_hidden_confounder,2
78,0.41103224420273055,S2_hidden_confounder,2
79,0.2710967463985058,S2_hidden_confounder,2
80,-0.10134209933499995,S2_hidden_confounder,2
81,-1.1257479244266575,S2_hidden_confounder,2
82,-1.0667814779512854,S2_hidden_confounder,2
83,-0.3969272118715011,S2_hidden_confounder,2
84,0.04920737757876377,S2_hidden_confounder,2
85,0.3855057384641735,S2_hidden_confounder,2
86,0.08615960519503392,S2_hidden_confounder,2
87,0.36426898871038016,S2_hidden_confounder,2
88,-1.0816297018086518,S2_hidden_confounder,2
89,-0.9978080930591675,S2_hidden_confounder,2
90,0.837295578052678,S2_hidden_confounder,2
91,1.0256123854310872,S2_hidden_confounder,2
92,0.8163794664533702,S2_hidden_confounder,2
93,1.0009018610658467,S2_hidden_confounder,2
94,1.854553377435015,S2_hidden_confounder,2
95,1.282300972592009,S2_hidden_confounder,2
96,1.2048793597211038,S2_hidden_confounder,2
97,1.4378240089741696,S2_hidden_confounder,2
98,1.0231135426738616,S2_hidden_confounder,2
99,1.2418628140712784,S2_hidden_confounder,2
100,0.4078805666488228,S2_hidden_confounder,2
101,1.8678226707591612,S2_hidden_confounder,2
102,1.1424883033275735,S2_hidden_confounder,2
103,0.9637234428474375,S2_hidden_confounder,2
104,1.832230216841614,S2_hidden_confounder,2
105,2.8371580816579938,S2_hidden_confounder,2
106,2.661671005200682,S2_hidden_confounder,2
107,2.203491214487447,S2_hidden_confounder,2
108,2.2346045824819423,S2_hidden_confounder,2
109,0.041513342530585376,S2_hidden_confounder,2
110,0.05774430202880704,S2_hidden_confounder,2
111,0.9651520465049012,S2_hidden_confounder,2
112,0.5864330176327619,S2_hidden_confounder,2
113,1.5508114027152187,S2_hidden_confounder,2
114,2.0425959341049076,S2_hidden_confounder,2
115,1.426625972413685,S2_hidden_confounder,2
116,1.3767959174663895,S2_hidden_confounder,2
117,1.4986975492567767,S2_hidden_confounder,2
118,1.9809209732804056,S2_hidden_confounder,2
119,1.2908542676569827,S2_hidden_confounder,2
120,-0.18570700935686363,S2_hidden_confounder,2
121,0.0011049315006539222,S2_hidden_confounder,2
122,1.8833731044765911,S2_hidden_confounder,2
123,0.7951179303895249,S2_hidden_confounder,2
124,0.7979184010277274,S2_hidden_confounder,2
125,0.4019156816371125,S2_hidden_confounder,2
126,0.6024287989106635,S2_hidden_confounder,2
127,1.9473666066416278,S2_hidden_confounder,2
128,2.3401032260127255,S2_hidden_confounder,2
129,0.704956536411707,S2_hidden_confounder,2
130,0.47890854202442285,S2_hidden_confounder,2
131,0.4152883806757492,S2_hidden_confounder,2
132,0.3110759013671768,S2_hidden_confounder,2
133,0.03632218018540212,S2_hidden_confounder,2
134,-0.6406364459571706,S2_hidden_confounder,2
135,-1.3305387138139766,S2_hidden_confounder,2
136,-1.0429665974168119,S2_hidden_confounder,2
137,-0.4208416873307043,S2_hidden_confounder,2
138,-0.45619225161464577,S2_hidden_confounder,2
139,-0.420976635367644,S2_hidden_confounder,2
140,0.9312151298072509,S2_hidden_confounder,2
141,0.5055569963636093,S2_hidden_confounder,2
142,0.7894814623373836,S2_hidden_confounder,2
143,1.0174450344492392,S2_hidden_confounder,2
144,0.3152238400928819,S2_hidden_confounder,2
145,1.2808730915141917,S2_hidden_confounder,2
146,0.04409654333341225,S2_hidden_confounder,2
147,-0.36693700509439847,S2_hidden_confounder,2
148,-0.14254178234756912,S2_hidden_confounder,2
149,0.6958664848859156,S2_hidden_confounder,2
150,1.4517871710166992,S2_hidden_confounder,2
151,0.4359796163825081,S2_hidden_confounder,2
152,0.1866495602910709,S2_hidden_confounder,2
153,-0.7912905221884489,S2_hidden_confounder,2
154,-1.3368460814026846,S2_hidden_confounder,2
155,0.16561289383273897,S2_hidden_confounder,2
156,0.45911904906340295,S2_hidden_confounder,2
157,0.7536230276229519,S2_hidden_confounder,2
158,-0.09605959793109044,S2_hidden_confounder,2
159,0.052480826952929785,S2_hidden_confounder,2
160,-1.4010787614133635,S2_hidden_confounder,2
161,-0.8445916383431885,S2_hidden_confounder,2
162,-0.3420180238901837,S2_hidden_confounder,2
163,0.9511875145574425,S2_hidden_confounder,2
164,0.7517770315993075,S2_hidden_confounder,2
165,0.7260645814784501,S2_hidden_confounder,2
166,1.043606151444005,S2_hidden_confounder,2
167,2.35597010260469,S2_hidden_confounder,2
168,2.5368524315506753,S2_hidden_confounder,2
169,2.5095033251836467,S2_hidden_confounder,2
170,1.4487581592416645,S2_hidden_confounder,2
171,1.1083409962084159,S2_hidden_confounder,2
172,0.6617869453446116,S2_hidden_confounder,2
173,-0.1826078684069269,S2_hidden_confounder,2
174,0.3948051451878473,S2_hidden_confounder,2
175,0.009599129237321615,S2_hidden_confounder,2
176,0.3384335970862736,S2_hidden_confounder,2
177,-0.3097414005814124,S2_hidden_confounder,2
178,-0.007098160901667205,S2_hidden_confounder,2
179,-1.2050430164624573,S2_hidden_confounder,2
180,-0.8592465733526785,S2_hidden_confounder,2
181,0.3880019079462545,S2_hidden_confounder,2
182,0.03688315268088131,S2_hidden_confounder,2
183,-0.4506559615077642,S2_hidden_confounder,2
184,-0.13060164789975603,S2_hidden_confounder,2
185,-0.4388810495393996,S2_hidden_confounder,2
186,-0.4405545823288956,S2_hidden_confounder,2
187,0.026713586598518926,S2_hidden_confounder,2
188,-0.22223820402616415,S2_hidden_confounder,2
189,-0.5199779698132021,S2_hidden_confounder,2
190,-1.683838529279371,S2_hidden_confounder,2
191,-2.1678239870362384,S2_hidden_confounder,2
192,-2.0919955315759284,S2_hidden_confounder,2
193,-1.2220971411481238,S2_hidden_confounder,2
194,-0.5228123066007719,S2_hidden_confounder,2
195,-0.14933054353541061,S2_hidden_confounder,2
196,-0.37723783258855703,S2_hidden_confounder,2
197,-0.16066589474201717,S2_hidden_confounder,2
198,-0.035484531177993855,S2_hidden_confounder,2
199,1.044389362613705,S2_hidden_confounder,2
200,0.7084482895252086,S2_hidden_confounder,2
201,0.001852840531390849,S2_hidden_confounder,2
202,-0.1965753984785137,S2_hidden_confounder,2
203,0.2519657171003787,S2_hidden_confounder,2
204,0.6542420001666126,S2_hidden_confounder,2
205,-0.03606250484103408,S2_hidden_confounder,2
206,0.46027196269238213,S2_hidden_confounder,2
207,-0.015880205628058357,S2_hidden_confounder,2
208,1.2230765295110126,S2_hidden_confounder,2
209,0.8360121115964575,S2_hidden_confounder,2
210,0.33588903725499764,S2_hidden_confounder,2
211,-1.094508216935653,S2_hidden_confounder,2
212,0.24656208450995631,S2_hidden_confounder,2
213,-0.34230416975556643,S2_hidden_confounder,2
214,-0.10711800398595664,S2_hidden_confounder,2
215,-0.30762896662450007,S2_hidden_confounder,2
216,-1.6496764243804678,S2_hidden_confounder,2
217,-1.1302296939142475,S2_hidden_confounder,2
218,-1.0387188760407267,S2_hidden_confounder,2
219,-0.8654791556792741,S2_hidden_confounder,2
220,-0.999634700587875,S2_hidden_confounder,2
221,-0.9415309063067413,S2_hidden_confounder,2
222,0.10159068158621955,S2_hidden_confounder,2
223,0.25361144733912555,S2_hidden_confounder,2
224,0.7540312249472868,S2_hidden_confounder,2
225,0.22209605980393152,S2_hidden_confounder,2
226,-0.0366690320276622,S2_hidden_confounder,2
227,-0.5641291431552214,S2_hidden_confounder,2
228,-0.16380395354915592,S2_hidden_confounder,2
229,-0.30320664510393225,S2_hidden_confounder,2
230,-0.49577145426884656,S2_hidden_confounder,2
231,-0.550308359519303,S2_hidden_confounder,2
232,-0.88955555520947,S2_hidden_confounder,2
233,-0.015450956436991741,S2_hidden_confounder,2
234,-0.6845217441678758,S2_hidden_confounder,2
235,0.4463352542028529,S2_hidden_confounder,2
236,0.4669874352104792,S2_hidden_confounder,2
237,1.2048044267801252,S2_hidden_confounder,2
238,2.2779948914564714,S2_hidden_confounder,2
239,1.9297446528756463,S2_hidden_confounder,2
240,1.780522161943913,S2_hidden_confounder,2
241,1.3822207277489431,S2_hidden_confounder,2
242,1.4575592134455166,S2_hidden_confounder,2
243,1.822830996719702,S2_hidden_confounder,2
244,1.359478555202141,S2_hidden_confounder,2
245,1.1395283720025497,S2_hidden_confounder,2
246,0.6240974312931905,S2_hidden_confounder,2
247,-0.16987480319691262,S2_hidden_confounder,2
248,0.7398538533252601,S2_hidden_confounder,2
249,1.181691662235606,S2_hidden_confounder,2
250,1.834659051348625,S2_hidden_confounder,2
251,0.5981952244524337,S2_hidden_confounder,2
252,0.7321579908693613,S2_hidden_confounder,2
253,0.9534935046592558,S2_hidden_confounder,2
254,1.621810700349724,S2_hidden_confounder,2
255,1.4601813642205477,S2_hidden_confounder,2
256,0.8510945549060425,S2_hidden_confounder,2
257,0.8205061904373769,S2_hidden_confounder,2
258,1.549321400949522,S2_hidden_confounder,2
259,0.9948731092201449,S2_hidden_confounder,2
260,0.8876632096909766,S2_hidden_confounder,2
261,0.7472013795276233,S2_hidden_confounder,2
262,0.8332743302982253,S2_hidden_confounder,2
263,1.0441045123697599,S2_hidden_confounder,2
264,0.23301860898463814,S2_hidden_confounder,2
