t,hidden_U,dataset,seed
0,-0.7878808260238752,S2_hidden_confounder,8
1,-0.1745788482938002,S2_hidden_confounder,8
2,-0.1516014330812157,S2_hidden_confounder,8
3,-0.5670831864817233,S2_hidden_confounder,8
4,-1.0395032006070068,S2_hidden_confounder,8
5,-0.1546972626932154,S2_hidden_confounder,8
6,-1.1791651870219255,S2_hidden_confounder,8
7,-0.934641242240152,S2_hidden_confounder,8
8,-1.7104457644127593,S2_hidden_confounder,8
9,-1.5411212403599173,S2_hidden_confounder,8
10,-0.7605177605137013,S2_hidden_confounder,8
11,-0.3933518909918048,S2_hidden_confounder,8
12,-0.9698617098515314,S2_hidden_confounder,8
13,-0.747717925846174,S2_hidden_confounder,8
14,-0.2686603343500894,S2_hidden_confounder,8
15,-0.11973101570292445,S2_hidden_confounder,8
16,0.19401389807496813,S2_hidden_confounder,8
17,-0.04077139258332478,S2_hidden_confounder,8
18,0.46666246107797116,S2_hidden_confounder,8
19,0.07156004138336859,S2_hidden_confounder,8
20,-0.6148756892673062,S2_hidden_confounder,8
21,-0.7570962459891697,S2_hidden_confounder,8
22,-0.05825150844946852,S2_hidden_confounder,8
23,-0.862035324129991,S2_hidden_confounder,8
24,-1.2747013438432504,S2_hidden_confounder,8
25,-0.9974288221095216,S2_hidden_confounder,8
26,-0.3728205652352128,S2_hidden_confounder,8
27,0.28278878743054364,S2_hidden_confounder,8
28,-0.9217310634916294,S2_hidden_confounder,8
29,-2.0318371557271444,S2_hidden_confounder,8
30,-1.3195540698468113,S2_hidden_confounder,8
31,-0.7120172250729558,S2_hidden_confounder,8
32,-0.7389087247422761,S2_hidden_confounder,8
33,0.9430878630554619,S2_hidden_confounder,8
34,-1.9118661658836857,S2_hidden_confounder,8
35,-1.358447707041184,S2_hidden_confounder,8
36,0.5669454915341704,S2_hidden_confounder,8
37,0.8552744997841848,S2_hidden_confounder,8
38,0.8952202621879225,S2_hidden_confounder,8
39,0.6662569177773926,S2_hidden_confounder,8
40,0.5711412321379735,S2_hidden_confounder,8
41,0.7398128872492492,S2_hidden_confounder,8
42,0.549493285152779,S2_hidden_confounder,8
43,-0.38975492711248555,S2_hidden_confounder,8
44,-0.059823634563567346,S2_hidden_confounder,8
45,-0.06398318537293263,S2_hidden_confounder,8
46,0.1393620607629263,S2_hidden_confounder,8
47,1.02342270840055,S2_hidden_confounder,8
48,0.3422618160397643,S2_hidden_confounder,8
49,-0.6631477607698433,S2_hidden_confounder,8
50,-0.9515908551464421,S2_hidden_confounder,8
51,-0.038605521274298366,S2_hidden_confounder,8
52,-1.0365459323364028,S2_hidden_confounder,8
53,-0.5426216091325381,S2_hidden_confounder,8
54,0.4477730667342847,S2_hidden_confounder,8
55,0.6529208336241522,S2_hidden_confounder,8
56,1.1493981084561717,S2_hidden_confounder,8
57,0.5952897709961618,S2_hidden_confounder,8
58,0.7709187968099053,S2_hidden_confounder,8
59,0.9132602794443935,S2_hidden_confounder,8
60,-0.10260917429937202,S2_hidden_confounder,8
61,-0.5424298316892435,S2_hidden_confounder,8
62,-0.7170809388312868,S2_hidden_confounder,8
63,-0.9161410038709655,S2_hidden_confounder,8
64,-0.7268937919759145,S2_hidden_confounder,8
65,-0.2282364924493099,S2_hidden_confounder,8
66,0.3286206290648163,S2_hidden_confounder,8
67,0.12680663781814713,S2_hidden_confounder,8
68,0.6424384436144397,S2_hidden_confounder,8
69,-0.8058666875668682,S2_hidden_confounder,8
70,0.6215702843926262,S2_hidden_confounder,8
71,0.23812690488680605,S2_hidden_confounder,8
72,1.142262979834944,S2_hidden_confounder,8
73,1.230378701659871,S2_hidden_confounder,8
74,0.5721354262771049,S2_hidden_confounder,8
75,1.006992840687347,S2_hidden_confounder,8
76,0.9103620047133608,S2_hidden_confounder,8
77,1.2987601925702583,S2_hidden_confounder,8
78,2.54276770407662,S2_hidden_confounder,8
79,1.1571080659685542,S2_hidden_confounder,8
80,0.5013628018705607,S2_hidden_confounder,8
81,-0.4619786764946589,S2_hidden_confounder,8
82,0.20350260909954468,S2_hidden_confounder,8
83,-0.9079076956062485,S2_hidden_confounder,8
84,-0.8731282327990502,S2_hidden_confounder,8
85,-0.8333142110994324,S2_hidden_confounder,8
86,-1.9575682278128976,S2_hidden_confounder,8
87,-1.1289524979383765,S2_hidden_confounder,8
88,0.6508811482387489,S2_hidden_confounder,8
89,1.4801639564693938,S2_hidden_confounder,8
90,0.16964199069872357,S2_hidden_confounder,8
91,0.17943565050222687,S2_hidden_confounder,8
92,-1.2408021710149473,S2_hidden_confounder,8
93,-1.3586452671099336,S2_hidden_confounder,8
94,-1.3043816158107995,S2_hidden_confounder,8
95,-1.579694410454203,S2_hidden_confounder,8
96,-1.361895292113352,S2_hidden_confounder,8
97,-0.08352893403496141,S2_hidden_confounder,8
98,-0.9649477522951952,S2_hidden_confounder,8
99,-1.3461263625857358,S2_hidden_confounder,8
100,-1.5042253978199447,S2_hidden_confounder,8
101,-1.4174213991069469,S2_hidden_confounder,8
102,-0.1366496474750468,S2_hidden_confounder,8
103,-1.1423932276715452,S2_hidden_confounder,8
104,-0.3130245157941946,S2_hidden_confounder,8
105,0.41119425947941607,S2_hidden_confounder,8
106,1.1393042773241016,S2_hidden_confounder,8
107,-1.5393696167724775,S2_hidden_confounder,8
108,-1.6411544531780953,S2_hidden_confounder,8
109,-1.6151066506445064,S2_hidden_confounder,8
110,-1.1470537669463086,S2_hidden_confounder,8
111,-1.2212724657661709,S2_hidden_confounder,8
112,-0.8455335359130852,S2_hidden_confounder,8
113,-0.9153000727011944,S2_hidden_confounder,8
114,-1.0798047974692655,S2_hidden_confounder,8
115,0.39618661134308053,S2_hidden_confounder,8
116,-0.049362218413064755,S2_hidden_confounder,8
117,0.38934892767004164,S2_hidden_confounder,8
118,-0.52836931875492,S2_hidden_confounder,8
119,-0.3681576620320705,S2_hidden_confounder,8
120,0.2546660004915424,S2_hidden_confounder,8
121,-0.1382419135392072,S2_hidden_confounder,8
122,0.38441375600312183,S2_hidden_confounder,8
123,-0.2304563787870157,S2_hidden_confounder,8
124,-0.018280670824154223,S2_hidden_confounder,8
125,-0.7629223116226599,S2_hidden_confounder,8
126,-2.0103489692821794,S2_hidden_confounder,8
127,-1.9638941961522793,S2_hidden_confounder,8
128,0.061464068143118,S2_hidden_confounder,8
129,-0.021815004215156,S2_hidden_confounder,8
130,0.21200096023234316,S2_hidden_confounder,8
131,1.1123985343153089,S2_hidden_confounder,8
132,0.7834255564266513,S2_hidden_confounder,8
133,0.3789380463269191,S2_hidden_confounder,8
134,-0.30813603342403223,S2_hidden_confounder,8
135,0.07892686970045493,S2_hidden_confounder,8
136,0.23327132395684863,S2_hidden_confounder,8
137,-0.1491424158933549,S2_hidden_confounder,8
138,-0.6820788133611401,S2_hidden_confounder,8
139,-0.032956746069384556,S2_hidden_confounder,8
140,-0.47354189884060677,S2_hidden_confounder,8
141,-1.8887690932276742,S2_hidden_confounder,8
142,-0.688509522047383,S2_hidden_confounder,8
143,-2.0581496202333334,S2_hidden_confounder,8
144,-1.7619324536202745,S2_hidden_confounder,8
145,-0.8520169120805532,S2_hidden_confounder,8
146,-1.5656220070396982,S2_hidden_confounder,8
147,-0.8780139708657599,S2_hidden_confounder,8
148,-0.9899741184446447,S2_hidden_confounder,8
149,0.09805213282838124,S2_hidden_confounder,8
150,1.3195379463877415,S2_hidden_confounder,8
151,2.188274509507565,S2_hidden_confounder,8
152,2.1970173384507294,S2_hidden_confounder,8
