t,dataset,seed
0,S0_linear_mixed_strength,4
1,S0_linear_mixed_strength,4
2,S0_linear_mixed_strength,4
3,S0_linear_mixed_strength,4
4,S0_linear_mixed_strength,4
5,S0_linear_mixed_strength,4
6,S0_linear_mixed_strength,4
7,S0_linear_mixed_strength,4
8,S0_linear_mixed_strength,4
9,S0_linear_mixed_strength,4
10,S0_linear_mixed_strength,4
11,S0_linear_mixed_strength,4
12,S0_linear_mixed_strength,4
13,S0_linear_mixed_strength,4
14,S0_linear_mixed_strength,4
15,S0_linear_mixed_strength,4
16,S0_linear_mixed_strength,4
17,S0_linear_mixed_strength,4
18,S0_linear_mixed_strength,4
19,S0_linear_mixed_strength,4
20,S0_linear_mixed_strength,4
21,S0_linear_mixed_strength,4
22,S0_linear_mixed_strength,4
23,S0_linear_mixed_strength,4
24,S0_linear_mixed_strength,4
25,S0_linear_mixed_strength,4
26,S0_linear_mixed_strength,4
27,S0_linear_mixed_strength,4
28,S0_linear_mixed_strength,4
29,S0_linear_mixed_strength,4
30,S0_linear_mixed_strength,4
31,S0_linear_mixed_strength,4
32,S0_linear_mixed_strength,4
33,S0_linear_mixed_strength,4
34,S0_linear_mixed_strength,4
35,S0_linear_mixed_strength,4
36,S0_linear_mixed_strength,4
37,S0_linear_mixed_strength,4
38,S0_linear_mixed_strength,4
39,S0_linear_mixed_strength,4
40,S0_linear_mixed_strength,4
41,S0_linear_mixed_strength,4
42,S0_linear_mixed_strength,4
43,S0_linear_mixed_strength,4
44,S0_linear_mixed_strength,4
45,S0_linear_mixed_strength,4
46,S0_linear_mixed_strength,4
47,S0_linear_mixed_strength,4
48,S0_linear_mixed_strength,4
49,S0_linear_mixed_strength,4
50,S0_linear_mixed_strength,4
51,S0_linear_mixed_strength,4
52,S0_linear_mixed_strength,4
53,S0_linear_mixed_strength,4
54,S0_linear_mixed_strength,4
55,S0_linear_mixed_strength,4
56,S0_linear_mixed_strength,4
57,S0_linear_mixed_strength,4
58,S0_linear_mixed_strength,4
59,S0_linear_mixed_strength,4
60,S0_linear_mixed_strength,4
61,S0_linear_mixed_strength,4
62,S0_linear_mixed_strength,4
63,S0_linear_mixed_strength,4
64,S0_linear_mixed_strength,4
65,S0_linear_mixed_strength,4
66,S0_linear_mixed_strength,4
67,S0_linear_mixed_strength,4
68,S0_linear_mixed_strength,4
69,S0_linear_mixed_strength,4
70,S0_linear_mixed_strength,4
71,S0_linear_mixed_strength,4
72,S0_linear_mixed_strength,4
73,S0_linear_mixed_strength,4
74,S0_linear_mixed_strength,4
75,S0_linear_mixed_strength,4
76,S0_linear_mixed_strength,4
77,S0_linear_mixed_strength,4
