t,hidden_U,dataset,seed
0,1.700519468370017,S2_hidden_confounder,7
1,0.815068930267136,S2_hidden_confounder,7
2,0.17773385148130558,S2_hidden_confounder,7
3,-0.9220100771319693,S2_hidden_confounder,7
4,0.17953781940731547,S2_hidden_confounder,7
5,0.337460708956307,S2_hidden_confounder,7
6,0.5991098715003708,S2_hidden_confounder,7
7,0.5510411560766049,S2_hidden_confounder,7
8,0.28917208500094044,S2_hidden_confounder,7
9,-0.3865831498553147,S2_hidden_confounder,7
10,-0.8560409229250011,S2_hidden_confounder,7
11,-0.26559035841319784,S2_hidden_confounder,7
12,-0.08565969387281964,S2_hidden_confounder,7
13,1.1828372175480713,S2_hidden_confounder,7
14,0.2588722410509881,S2_hidden_confounder,7
15,-0.18100684478345078,S2_hidden_confounder,7
16,-0.8929492392828874,S2_hidden_confounder,7
17,0.4261589989714322,S2_hidden_confounder,7
18,-0.6284149799890865,S2_hidden_confounder,7
19,0.15188722651372794,S2_hidden_confounder,7
20,1.2030722745771971,S2_hidden_confounder,7
21,0.7434558388310747,S2_hidden_confounder,7
22,1.077071694240178,S2_hidden_confounder,7
23,-0.8494862784487435,S2_hidden_confounder,7
24,-0.8795733719621126,S2_hidden_confounder,7
25,-1.8636432765207036,S2_hidden_confounder,7
26,-1.166355345013579,S2_hidden_confounder,7
27,-0.8014917185262462,S2_hidden_confounder,7
28,-1.1350768362869361,S2_hidden_confounder,7
29,-0.07094063442981398,S2_hidden_confounder,7
30,0.22794400968103365,S2_hidden_confounder,7
31,-0.22805917134379783,S2_hidden_confounder,7
32,-0.5391575425548327,S2_hidden_confounder,7
33,-1.481605669106407,S2_hidden_confounder,7
34,-1.1687568553509877,S2_hidden_confounder,7
35,0.7950243005925232,S2_hidden_confounder,7
36,0.027537273814208365,S2_hidden_confounder,7
37,0.3468914672487249,S2_hidden_confounder,7
38,-0.16318697426999978,S2_hidden_confounder,7
39,0.503310381879403,S2_hidden_confounder,7
40,0.6946737514105625,S2_hidden_confounder,7
41,0.31920059944664475,S2_hidden_confounder,7
42,-1.1166627266802538,S2_hidden_confounder,7
43,-1.161012322691106,S2_hidden_confounder,7
44,0.10516971008708569,S2_hidden_confounder,7
45,-0.10130957544702397,S2_hidden_confounder,7
