t,dataset,seed
0,S0_linear_mixed_strength,1
1,S0_linear_mixed_strength,1
2,S0_linear_mixed_strength,1
3,S0_linear_mixed_strength,1
4,S0_linear_mixed_strength,1
5,S0_linear_mixed_strength,1
6,S0_linear_mixed_strength,1
7,S0_linear_mixed_strength,1
8,S0_linear_mixed_strength,1
9,S0_linear_mixed_strength,1
10,S0_linear_mixed_strength,1
11,S0_linear_mixed_strength,1
12,S0_linear_mixed_strength,1
13,S0_linear_mixed_strength,1
14,S0_linear_mixed_strength,1
15,S0_linear_mixed_strength,1
16,S0_linear_mixed_strength,1
17,S0_linear_mixed_strength,1
18,S0_linear_mixed_strength,1
19,S0_linear_mixed_strength,1
20,S0_linear_mixed_strength,1
21,S0_linear_mixed_strength,1
22,S0_linear_mixed_strength,1
23,S0_linear_mixed_strength,1
24,S0_linear_mixed_strength,1
25,S0_linear_mixed_strength,1
26,S0_linear_mixed_strength,1
27,S0_linear_mixed_strength,1
28,S0_linear_mixed_strength,1
29,S0_linear_mixed_strength,1
30,S0_linear_mixed_strength,1
31,S0_linear_mixed_strength,1
32,S0_linear_mixed_strength,1
33,S0_linear_mixed_strength,1
34,S0_linear_mixed_strength,1
35,S0_linear_mixed_strength,1
36,S0_linear_mixed_strength,1
37,S0_linear_mixed_strength,1
38,S0_linear_mixed_strength,1
39,S0_linear_mixed_strength,1
40,S0_linear_mixed_strength,1
41,S0_linear_mixed_strength,1
42,S0_linear_mixed_strength,1
43,S0_linear_mixed_strength,1
44,S0_linear_mixed_strength,1
45,S0_linear_mixed_strength,1
46,S0_linear_mixed_strength,1
47,S0_linear_mixed_strength,1
48,S0_linear_mixed_strength,1
49,S0_linear_mixed_strength,1
50,S0_linear_mixed_strength,1
51,S0_linear_mixed_strength,1
52,S0_linear_mixed_strength,1
53,S0_linear_mixed_strength,1
54,S0_linear_mixed_strength,1
55,S0_linear_mixed_strength,1
56,S0_linear_mixed_strength,1
57,S0_linear_mixed_strength,1
58,S0_linear_mixed_strength,1
59,S0_linear_mixed_strength,1
60,S0_linear_mixed_strength,1
61,S0_linear_mixed_strength,1
62,S0_linear_mixed_strength,1
63,S0_linear_mixed_strength,1
64,S0_linear_mixed_strength,1
65,S0_linear_mixed_strength,1
66,S0_linear_mixed_strength,1
67,S0_linear_mixed_strength,1
68,S0_linear_mixed_strength,1
69,S0_linear_mixed_strength,1
70,S0_linear_mixed_strength,1
71,S0_linear_mixed_strength,1
72,S0_linear_mixed_strength,1
73,S0_linear_mixed_strength,1
74,S0_linear_mixed_strength,1
75,S0_linear_mixed_strength,1
76,S0_linear_mixed_strength,1
77,S0_linear_mixed_strength,1
78,S0_linear_mixed_strength,1
79,S0_linear_mixed_strength,1
80,S0_linear_mixed_strength,1
81,S0_linear_mixed_strength,1
82,S0_linear_mixed_strength,1
83,S0_linear_mixed_strength,1
84,S0_linear_mixed_strength,1
85,S0_linear_mixed_strength,1
86,S0_linear_mixed_strength,1
87,S0_linear_mixed_strength,1
88,S0_linear_mixed_strength,1
89,S0_linear_mixed_strength,1
90,S0_linear_mixed_strength,1
91,S0_linear_mixed_strength,1
92,S0_linear_mixed_strength,1
93,S0_linear_mixed_strength,1
94,S0_linear_mixed_strength,1
95,S0_linear_mixed_strength,1
96,S0_linear_mixed_strength,1
97,S0_linear_mixed_strength,1
98,S0_linear_mixed_strength,1
99,S0_linear_mixed_strength,1
100,S0_linear_mixed_strength,1
101,S0_linear_mixed_strength,1
102,S0_linear_mixed_strength,1
103,S0_linear_mixed_strength,1
104,S0_linear_mixed_strength,1
105,S0_linear_mixed_strength,1
106,S0_linear_mixed_strength,1
107,S0_linear_mixed_strength,1
108,S0_linear_mixed_strength,1
109,S0_linear_mixed_strength,1
110,S0_linear_mixed_strength,1
111,S0_linear_mixed_strength,1
112,S0_linear_mixed_strength,1
113,S0_linear_mixed_strength,1
114,S0_linear_mixed_strength,1
115,S0_linear_mixed_strength,1
116,S0_linear_mixed_strength,1
117,S0_linear_mixed_strength,1
118,S0_linear_mixed_strength,1
119,S0_linear_mixed_strength,1
120,S0_linear_mixed_strength,1
121,S0_linear_mixed_strength,1
122,S0_linear_mixed_strength,1
123,S0_linear_mixed_strength,1
124,S0_linear_mixed_strength,1
125,S0_linear_mixed_strength,1
126,S0_linear_mixed_strength,1
127,S0_linear_mixed_strength,1
128,S0_linear_mixed_strength,1
129,S0_linear_mixed_strength,1
130,S0_linear_mixed_strength,1
131,S0_linear_mixed_strength,1
132,S0_linear_mixed_strength,1
133,S0_linear_mixed_strength,1
134,S0_linear_mixed_strength,1
135,S0_linear_mixed_strength,1
136,S0_linear_mixed_strength,1
137,S0_linear_mixed_strength,1
138,S0_linear_mixed_strength,1
139,S0_linear_mixed_strength,1
140,S0_linear_mixed_strength,1
141,S0_linear_mixed_strength,1
142,S0_linear_mixed_strength,1
143,S0_linear_mixed_strength,1
144,S0_linear_mixed_strength,1
145,S0_linear_mixed_strength,1
146,S0_linear_mixed_strength,1
147,S0_linear_mixed_strength,1
148,S0_linear_mixed_strength,1
149,S0_linear_mixed_strength,1
150,S0_linear_mixed_strength,1
151,S0_linear_mixed_strength,1
152,S0_linear_mixed_strength,1
153,S0_linear_mixed_strength,1
154,S0_linear_mixed_strength,1
155,S0_linear_mixed_strength,1
156,S0_linear_mixed_strength,1
157,S0_linear_mixed_strength,1
158,S0_linear_mixed_strength,1
159,S0_linear_mixed_strength,1
160,S0_linear_mixed_strength,1
161,S0_linear_mixed_strength,1
162,S0_linear_mixed_strength,1
163,S0_linear_mixed_strength,1
164,S0_linear_mixed_strength,1
165,S0_linear_mixed_strength,1
166,S0_linear_mixed_strength,1
167,S0_linear_mixed_strength,1
168,S0_linear_mixed_strength,1
169,S0_linear_mixed_strength,1
170,S0_linear_mixed_strength,1
171,S0_linear_mixed_strength,1
172,S0_linear_mixed_strength,1
173,S0_linear_mixed_strength,1
174,S0_linear_mixed_strength,1
175,S0_linear_mixed_strength,1
176,S0_linear_mixed_strength,1
177,S0_linear_mixed_strength,1
178,S0_linear_mixed_strength,1
179,S0_linear_mixed_strength,1
180,S0_linear_mixed_strength,1
181,S0_linear_mixed_strength,1
182,S0_linear_mixed_strength,1
183,S0_linear_mixed_strength,1
184,S0_linear_mixed_strength,1
185,S0_linear_mixed_strength,1
186,S0_linear_mixed_strength,1
187,S0_linear_mixed_strength,1
188,S0_linear_mixed_strength,1
189,S0_linear_mixed_strength,1
190,S0_linear_mixed_strength,1
191,S0_linear_mixed_strength,1
192,S0_linear_mixed_strength,1
193,S0_linear_mixed_strength,1
194,S0_linear_mixed_strength,1
195,S0_linear_mixed_strength,1
196,S0_linear_mixed_strength,1
197,S0_linear_mixed_strength,1
198,S0_linear_mixed_strength,1
199,S0_linear_mixed_strength,1
200,S0_linear_mixed_strength,1
201,S0_linear_mixed_strength,1
202,S0_linear_mixed_strength,1
203,S0_linear_mixed_strength,1
204,S0_linear_mixed_strength,1
205,S0_linear_mixed_strength,1
206,S0_linear_mixed_strength,1
207,S0_linear_mixed_strength,1
208,S0_linear_mixed_strength,1
209,S0_linear_mixed_strength,1
210,S0_linear_mixed_strength,1
211,S0_linear_mixed_strength,1
212,S0_linear_mixed_strength,1
213,S0_linear_mixed_strength,1
214,S0_linear_mixed_strength,1
215,S0_linear_mixed_strength,1
216,S0_linear_mixed_strength,1
217,S0_linear_mixed_strength,1
218,S0_linear_mixed_strength,1
219,S0_linear_mixed_strength,1
220,S0_linear_mixed_strength,1
221,S0_linear_mixed_strength,1
222,S0_linear_mixed_strength,1
223,S0_linear_mixed_strength,1
224,S0_linear_mixed_strength,1
225,S0_linear_mixed_strength,1
226,S0_linear_mixed_strength,1
227,S0_linear_mixed_strength,1
228,S0_linear_mixed_strength,1
229,S0_linear_mixed_strength,1
230,S0_linear_mixed_strength,1
231,S0_linear_mixed_strength,1
232,S0_linear_mixed_strength,1
233,S0_linear_mixed_strength,1
234,S0_linear_mixed_strength,1
235,S0_linear_mixed_strength,1
236,S0_linear_mixed_strength,1
237,S0_linear_mixed_strength,1
238,S0_linear_mixed_strength,1
239,S0_linear_mixed_strength,1
240,S0_linear_mixed_strength,1
241,S0_linear_mixed_strength,1
242,S0_linear_mixed_strength,1
243,S0_linear_mixed_strength,1
244,S0_linear_mixed_strength,1
245,S0_linear_mixed_strength,1
246,S0_linear_mixed_strength,1
247,S0_linear_mixed_strength,1
248,S0_linear_mixed_strength,1
249,S0_linear_mixed_strength,1
250,S0_linear_mixed_strength,1
251,S0_linear_mixed_strength,1
252,S0_linear_mixed_strength,1
253,S0_linear_mixed_strength,1
254,S0_linear_mixed_strength,1
255,S0_linear_mixed_strength,1
256,S0_linear_mixed_strength,1
257,S0_linear_mixed_strength,1
258,S0_linear_mixed_strength,1
259,S0_linear_mixed_strength,1
260,S0_linear_mixed_strength,1
261,S0_linear_mixed_strength,1
262,S0_linear_mixed_strength,1
263,S0_linear_mixed_strength,1
264,S0_linear_mixed_strength,1
265,S0_linear_mixed_strength,1
266,S0_linear_mixed_strength,1
267,S0_linear_mixed_strength,1
268,S0_linear_mixed_strength,1
269,S0_linear_mixed_strength,1
270,S0_linear_mixed_strength,1
271,S0_linear_mixed_strength,1
272,S0_linear_mixed_strength,1
273,S0_linear_mixed_strength,1
274,S0_linear_mixed_strength,1
275,S0_linear_mixed_strength,1
276,S0_linear_mixed_strength,1
277,S0_linear_mixed_strength,1
278,S0_linear_mixed_strength,1
279,S0_linear_mixed_strength,1
280,S0_linear_mixed_strength,1
281,S0_linear_mixed_strength,1
282,S0_linear_mixed_strength,1
283,S0_linear_mixed_strength,1
284,S0_linear_mixed_strength,1
285,S0_linear_mixed_strength,1
286,S0_linear_mixed_strength,1
287,S0_linear_mixed_strength,1
288,S0_linear_mixed_strength,1
289,S0_linear_mixed_strength,1
290,S0_linear_mixed_strength,1
291,S0_linear_mixed_strength,1
