t,dataset,seed
0,S3_nonlinear_nonmonotonic,4
1,S3_nonlinear_nonmonotonic,4
2,S3_nonlinear_nonmonotonic,4
3,S3_nonlinear_nonmonotonic,4
4,S3_nonlinear_nonmonotonic,4
5,S3_nonlinear_nonmonotonic,4
6,S3_nonlinear_nonmonotonic,4
7,S3_nonlinear_nonmonotonic,4
8,S3_nonlinear_nonmonotonic,4
9,S3_nonlinear_nonmonotonic,4
10,S3_nonlinear_nonmonotonic,4
11,S3_nonlinear_nonmonotonic,4
12,S3_nonlinear_nonmonotonic,4
13,S3_nonlinear_nonmonotonic,4
14,S3_nonlinear_nonmonotonic,4
15,S3_nonlinear_nonmonotonic,4
16,S3_nonlinear_nonmonotonic,4
17,S3_nonlinear_nonmonotonic,4
18,S3_nonlinear_nonmonotonic,4
19,S3_nonlinear_nonmonotonic,4
20,S3_nonlinear_nonmonotonic,4
21,S3_nonlinear_nonmonotonic,4
22,S3_nonlinear_nonmonotonic,4
23,S3_nonlinear_nonmonotonic,4
24,S3_nonlinear_nonmonotonic,4
25,S3_nonlinear_nonmonotonic,4
26,S3_nonlinear_nonmonotonic,4
27,S3_nonlinear_nonmonotonic,4
28,S3_nonlinear_nonmonotonic,4
29,S3_nonlinear_nonmonotonic,4
30,S3_nonlinear_nonmonotonic,4
31,S3_nonlinear_nonmonotonic,4
32,S3_nonlinear_nonmonotonic,4
33,S3_nonlinear_nonmonotonic,4
34,S3_nonlinear_nonmonotonic,4
35,S3_nonlinear_nonmonotonic,4
36,S3_nonlinear_nonmonotonic,4
37,S3_nonlinear_nonmonotonic,4
38,S3_nonlinear_nonmonotonic,4
39,S3_nonlinear_nonmonotonic,4
40,S3_nonlinear_nonmonotonic,4
41,S3_nonlinear_nonmonotonic,4
42,S3_nonlinear_nonmonotonic,4
43,S3_nonlinear_nonmonotonic,4
44,S3_nonlinear_nonmonotonic,4
45,S3_nonlinear_nonmonotonic,4
46,S3_nonlinear_nonmonotonic,4
47,S3_nonlinear_nonmonotonic,4
48,S3_nonlinear_nonmonotonic,4
49,S3_nonlinear_nonmonotonic,4
50,S3_nonlinear_nonmonotonic,4
51,S3_nonlinear_nonmonotonic,4
52,S3_nonlinear_nonmonotonic,4
53,S3_nonlinear_nonmonotonic,4
54,S3_nonlinear_nonmonotonic,4
55,S3_nonlinear_nonmonotonic,4
56,S3_nonlinear_nonmonotonic,4
57,S3_nonlinear_nonmonotonic,4
58,S3_nonlinear_nonmonotonic,4
59,S3_nonlinear_nonmonotonic,4
60,S3_nonlinear_nonmonotonic,4
61,S3_nonlinear_nonmonotonic,4
62,S3_nonlinear_nonmonotonic,4
63,S3_nonlinear_nonmonotonic,4
64,S3_nonlinear_nonmonotonic,4
65,S3_nonlinear_nonmonotonic,4
66,S3_nonlinear_nonmonotonic,4
67,S3_nonlinear_nonmonotonic,4
68,S3_nonlinear_nonmonotonic,4
69,S3_nonlinear_nonmonotonic,4
70,S3_nonlinear_nonmonotonic,4
71,S3_nonlinear_nonmonotonic,4
72,S3_nonlinear_nonmonotonic,4
73,S3_nonlinear_nonmonotonic,4
74,S3_nonlinear_nonmonotonic,4
75,S3_nonlinear_nonmonotonic,4
76,S3_nonlinear_nonmonotonic,4
77,S3_nonlinear_nonmonotonic,4
78,S3_nonlinear_nonmonotonic,4
79,S3_nonlinear_nonmonotonic,4
80,S3_nonlinear_nonmonotonic,4
81,S3_nonlinear_nonmonotonic,4
82,S3_nonlinear_nonmonotonic,4
83,S3_nonlinear_nonmonotonic,4
84,S3_nonlinear_nonmonotonic,4
85,S3_nonlinear_nonmonotonic,4
86,S3_nonlinear_nonmonotonic,4
87,S3_nonlinear_nonmonotonic,4
