t,dataset,seed
0,S0_linear_mixed_strength,2
1,S0_linear_mixed_strength,2
2,S0_linear_mixed_strength,2
3,S0_linear_mixed_strength,2
4,S0_linear_mixed_strength,2
5,S0_linear_mixed_strength,2
6,S0_linear_mixed_strength,2
7,S0_linear_mixed_strength,2
8,S0_linear_mixed_strength,2
9,S0_linear_mixed_strength,2
10,S0_linear_mixed_strength,2
11,S0_linear_mixed_strength,2
12,S0_linear_mixed_strength,2
13,S0_linear_mixed_strength,2
14,S0_linear_mixed_strength,2
15,S0_linear_mixed_strength,2
16,S0_linear_mixed_strength,2
17,S0_linear_mixed_strength,2
18,S0_linear_mixed_strength,2
19,S0_linear_mixed_strength,2
20,S0_linear_mixed_strength,2
21,S0_linear_mixed_strength,2
22,S0_linear_mixed_strength,2
23,S0_linear_mixed_strength,2
24,S0_linear_mixed_strength,2
25,S0_linear_mixed_strength,2
26,S0_linear_mixed_strength,2
27,S0_linear_mixed_strength,2
28,S0_linear_mixed_strength,2
29,S0_linear_mixed_strength,2
30,S0_linear_mixed_strength,2
31,S0_linear_mixed_strength,2
32,S0_linear_mixed_strength,2
33,S0_linear_mixed_strength,2
34,S0_linear_mixed_strength,2
35,S0_linear_mixed_strength,2
36,S0_linear_mixed_strength,2
37,S0_linear_mixed_strength,2
38,S0_linear_mixed_strength,2
39,S0_linear_mixed_strength,2
40,S0_linear_mixed_strength,2
41,S0_linear_mixed_strength,2
42,S0_linear_mixed_strength,2
43,S0_linear_mixed_strength,2
44,S0_linear_mixed_strength,2
45,S0_linear_mixed_strength,2
46,S0_linear_mixed_strength,2
47,S0_linear_mixed_strength,2
48,S0_linear_mixed_strength,2
49,S0_linear_mixed_strength,2
50,S0_linear_mixed_strength,2
51,S0_linear_mixed_strength,2
52,S0_linear_mixed_strength,2
53,S0_linear_mixed_strength,2
54,S0_linear_mixed_strength,2
55,S0_linear_mixed_strength,2
56,S0_linear_mixed_strength,2
57,S0_linear_mixed_strength,2
58,S0_linear_mixed_strength,2
59,S0_linear_mixed_strength,2
60,S0_linear_mixed_strength,2
61,S0_linear_mixed_strength,2
62,S0_linear_mixed_strength,2
63,S0_linear_mixed_strength,2
64,S0_linear_mixed_strength,2
65,S0_linear_mixed_strength,2
66,S0_linear_mixed_strength,2
67,S0_linear_mixed_strength,2
68,S0_linear_mixed_strength,2
69,S0_linear_mixed_strength,2
70,S0_linear_mixed_strength,2
71,S0_linear_mixed_strength,2
72,S0_linear_mixed_strength,2
73,S0_linear_mixed_strength,2
74,S0_linear_mixed_strength,2
75,S0_linear_mixed_strength,2
76,S0_linear_mixed_strength,2
77,S0_linear_mixed_strength,2
78,S0_linear_mixed_strength,2
79,S0_linear_mixed_strength,2
80,S0_linear_mixed_strength,2
81,S0_linear_mixed_strength,2
82,S0_linear_mixed_strength,2
83,S0_linear_mixed_strength,2
84,S0_linear_mixed_strength,2
85,S0_linear_mixed_strength,2
86,S0_linear_mixed_strength,2
87,S0_linear_mixed_strength,2
88,S0_linear_mixed_strength,2
89,S0_linear_mixed_strength,2
90,S0_linear_mixed_strength,2
91,S0_linear_mixed_strength,2
92,S0_linear_mixed_strength,2
93,S0_linear_mixed_strength,2
94,S0_linear_mixed_strength,2
95,S0_linear_mixed_strength,2
96,S0_linear_mixed_strength,2
97,S0_linear_mixed_strength,2
98,S0_linear_mixed_strength,2
99,S0_linear_mixed_strength,2
100,S0_linear_mixed_strength,2
101,S0_linear_mixed_strength,2
102,S0_linear_mixed_strength,2
103,S0_linear_mixed_strength,2
104,S0_linear_mixed_strength,2
105,S0_linear_mixed_strength,2
106,S0_linear_mixed_strength,2
107,S0_linear_mixed_strength,2
108,S0_linear_mixed_strength,2
109,S0_linear_mixed_strength,2
110,S0_linear_mixed_strength,2
111,S0_linear_mixed_strength,2
112,S0_linear_mixed_strength,2
113,S0_linear_mixed_strength,2
114,S0_linear_mixed_strength,2
115,S0_linear_mixed_strength,2
116,S0_linear_mixed_strength,2
117,S0_linear_mixed_strength,2
118,S0_linear_mixed_strength,2
119,S0_linear_mixed_strength,2
120,S0_linear_mixed_strength,2
121,S0_linear_mixed_strength,2
122,S0_linear_mixed_strength,2
123,S0_linear_mixed_strength,2
124,S0_linear_mixed_strength,2
125,S0_linear_mixed_strength,2
126,S0_linear_mixed_strength,2
127,S0_linear_mixed_strength,2
128,S0_linear_mixed_strength,2
129,S0_linear_mixed_strength,2
130,S0_linear_mixed_strength,2
131,S0_linear_mixed_strength,2
132,S0_linear_mixed_strength,2
133,S0_linear_mixed_strength,2
134,S0_linear_mixed_strength,2
135,S0_linear_mixed_strength,2
136,S0_linear_mixed_strength,2
137,S0_linear_mixed_strength,2
138,S0_linear_mixed_strength,2
139,S0_linear_mixed_strength,2
140,S0_linear_mixed_strength,2
141,S0_linear_mixed_strength,2
142,S0_linear_mixed_strength,2
143,S0_linear_mixed_strength,2
144,S0_linear_mixed_strength,2
145,S0_linear_mixed_strength,2
146,S0_linear_mixed_strength,2
147,S0_linear_mixed_strength,2
148,S0_linear_mixed_strength,2
149,S0_linear_mixed_strength,2
150,S0_linear_mixed_strength,2
151,S0_linear_mixed_strength,2
152,S0_linear_mixed_strength,2
153,S0_linear_mixed_strength,2
154,S0_linear_mixed_strength,2
155,S0_linear_mixed_strength,2
156,S0_linear_mixed_strength,2
157,S0_linear_mixed_strength,2
158,S0_linear_mixed_strength,2
159,S0_linear_mixed_strength,2
160,S0_linear_mixed_strength,2
161,S0_linear_mixed_strength,2
162,S0_linear_mixed_strength,2
163,S0_linear_mixed_strength,2
164,S0_linear_mixed_strength,2
165,S0_linear_mixed_strength,2
166,S0_linear_mixed_strength,2
167,S0_linear_mixed_strength,2
168,S0_linear_mixed_strength,2
169,S0_linear_mixed_strength,2
170,S0_linear_mixed_strength,2
171,S0_linear_mixed_strength,2
172,S0_linear_mixed_strength,2
173,S0_linear_mixed_strength,2
174,S0_linear_mixed_strength,2
175,S0_linear_mixed_strength,2
176,S0_linear_mixed_strength,2
177,S0_linear_mixed_strength,2
178,S0_linear_mixed_strength,2
179,S0_linear_mixed_strength,2
180,S0_linear_mixed_strength,2
181,S0_linear_mixed_strength,2
182,S0_linear_mixed_strength,2
183,S0_linear_mixed_strength,2
184,S0_linear_mixed_strength,2
185,S0_linear_mixed_strength,2
186,S0_linear_mixed_strength,2
187,S0_linear_mixed_strength,2
188,S0_linear_mixed_strength,2
189,S0_linear_mixed_strength,2
190,S0_linear_mixed_strength,2
191,S0_linear_mixed_strength,2
192,S0_linear_mixed_strength,2
193,S0_linear_mixed_strength,2
194,S0_linear_mixed_strength,2
195,S0_linear_mixed_strength,2
196,S0_linear_mixed_strength,2
197,S0_linear_mixed_strength,2
198,S0_linear_mixed_strength,2
199,S0_linear_mixed_strength,2
200,S0_linear_mixed_strength,2
201,S0_linear_mixed_strength,2
202,S0_linear_mixed_strength,2
203,S0_linear_mixed_strength,2
204,S0_linear_mixed_strength,2
205,S0_linear_mixed_strength,2
206,S0_linear_mixed_strength,2
207,S0_linear_mixed_strength,2
208,S0_linear_mixed_strength,2
209,S0_linear_mixed_strength,2
210,S0_linear_mixed_strength,2
211,S0_linear_mixed_strength,2
212,S0_linear_mixed_strength,2
213,S0_linear_mixed_strength,2
214,S0_linear_mixed_strength,2
215,S0_linear_mixed_strength,2
216,S0_linear_mixed_strength,2
217,S0_linear_mixed_strength,2
218,S0_linear_mixed_strength,2
219,S0_linear_mixed_strength,2
220,S0_linear_mixed_strength,2
221,S0_linear_mixed_strength,2
222,S0_linear_mixed_strength,2
223,S0_linear_mixed_strength,2
224,S0_linear_mixed_strength,2
225,S0_linear_mixed_strength,2
226,S0_linear_mixed_strength,2
227,S0_linear_mixed_strength,2
228,S0_linear_mixed_strength,2
229,S0_linear_mixed_strength,2
230,S0_linear_mixed_strength,2
231,S0_linear_mixed_strength,2
232,S0_linear_mixed_strength,2
233,S0_linear_mixed_strength,2
234,S0_linear_mixed_strength,2
235,S0_linear_mixed_strength,2
236,S0_linear_mixed_strength,2
237,S0_linear_mixed_strength,2
238,S0_linear_mixed_strength,2
239,S0_linear_mixed_strength,2
240,S0_linear_mixed_strength,2
241,S0_linear_mixed_strength,2
242,S0_linear_mixed_strength,2
243,S0_linear_mixed_strength,2
