t,hidden_U,dataset,seed
0,0.11341415873104907,S2_hidden_confounder,9
1,-0.04754644471043099,S2_hidden_confounder,9
2,-0.11163164837251353,S2_hidden_confounder,9
3,0.2645873089175296,S2_hidden_confounder,9
4,1.3276730408069213,S2_hidden_confounder,9
5,0.9049648681513279,S2_hidden_confounder,9
6,0.3752948282013197,S2_hidden_confounder,9
7,1.399335535267241,S2_hidden_confounder,9
8,0.6671233111831126,S2_hidden_confounder,9
9,0.639635234551141,S2_hidden_confounder,9
10,1.7701050971757502,S2_hidden_confounder,9
11,-0.7900508436635171,S2_hidden_confounder,9
12,-1.2546970508759079,S2_hidden_confounder,9
13,-0.2810439492591233,S2_hidden_confounder,9
14,0.33788619769478145,S2_hidden_confounder,9
15,-0.16478740867134567,S2_hidden_confounder,9
16,-0.6594633721172374,S2_hidden_confounder,9
17,-0.21705694982005244,S2_hidden_confounder,9
18,0.07923313792699783,S2_hidden_confounder,9
19,0.22109127828739505,S2_hidden_confounder,9
20,1.159972418517311,S2_hidden_confounder,9
21,1.300408457856837,S2_hidden_confounder,9
22,-0.3035093684315016,S2_hidden_confounder,9
23,-0.4324776856058324,S2_hidden_confounder,9
24,0.1039182627751107,S2_hidden_confounder,9
25,-0.14287477859754238,S2_hidden_confounder,9
26,0.08659112816785619,S2_hidden_confounder,9
27,0.5047792532184788,S2_hidden_confounder,9
28,0.2730754964620115,S2_hidden_confounder,9
29,-0.36395735040489763,S2_hidden_confounder,9
30,-0.11812910793563512,S2_hidden_confounder,9
31,0.38902895935564574,S2_hidden_confounder,9
32,1.7851276374255876,S2_hidden_confounder,9
33,1.4511710497956907,S2_hidden_confounder,9
34,0.2413743532476389,S2_hidden_confounder,9
35,-0.447985248896239,S2_hidden_confounder,9
36,-0.675965908035554,S2_hidden_confounder,9
37,-0.5422580503290743,S2_hidden_confounder,9
38,-0.9838390802891057,S2_hidden_confounder,9
39,0.06632698518346601,S2_hidden_confounder,9
40,-0.5446708603274042,S2_hidden_confounder,9
41,-1.345816484153262,S2_hidden_confounder,9
42,-0.10122761828357173,S2_hidden_confounder,9
43,0.5035498108746562,S2_hidden_confounder,9
44,-0.0565041874867139,S2_hidden_confounder,9
45,-1.3726851669837794,S2_hidden_confounder,9
46,-1.0040095499842696,S2_hidden_confounder,9
47,-0.9157816759257328,S2_hidden_confounder,9
48,-0.9480885800230152,S2_hidden_confounder,9
49,-1.9064465912030355,S2_hidden_confounder,9
50,-2.1746328361165,S2_hidden_confounder,9
51,-1.4646720855256004,S2_hidden_confounder,9
52,-1.7748927154709457,S2_hidden_confounder,9
53,-0.2938445537122195,S2_hidden_confounder,9
54,-0.46718276892756155,S2_hidden_confounder,9
55,-0.2074288515811563,S2_hidden_confounder,9
56,-1.1064618000097186,S2_hidden_confounder,9
57,0.6465343487922027,S2_hidden_confounder,9
58,0.573736035055242,S2_hidden_confounder,9
59,0.47450667709356054,S2_hidden_confounder,9
60,-0.4385832446576594,S2_hidden_confounder,9
61,-0.1785881810653776,S2_hidden_confounder,9
62,-0.41087744131577036,S2_hidden_confounder,9
63,-0.8781997975277206,S2_hidden_confounder,9
64,-0.22564909947563472,S2_hidden_confounder,9
65,0.1904938283327464,S2_hidden_confounder,9
66,-0.041143184235634414,S2_hidden_confounder,9
67,1.610690410641488,S2_hidden_confounder,9
68,2.8814147565622354,S2_hidden_confounder,9
69,2.9804857734979615,S2_hidden_confounder,9
70,3.032693118665268,S2_hidden_confounder,9
71,0.9186737047722303,S2_hidden_confounder,9
72,1.026351580737794,S2_hidden_confounder,9
73,0.6303219496683237,S2_hidden_confounder,9
74,-0.15470415383772912,S2_hidden_confounder,9
75,0.19912950632450802,S2_hidden_confounder,9
76,0.02532061740111006,S2_hidden_confounder,9
77,0.9084111348785655,S2_hidden_confounder,9
78,1.087952620832399,S2_hidden_confounder,9
79,2.0026107159174127,S2_hidden_confounder,9
80,1.6207411517135404,S2_hidden_confounder,9
81,1.7007318620299274,S2_hidden_confounder,9
82,1.1377445640565411,S2_hidden_confounder,9
83,0.6667088752988577,S2_hidden_confounder,9
84,-0.1481924387926799,S2_hidden_confounder,9
85,-0.3947451758605304,S2_hidden_confounder,9
86,-0.5954280098165642,S2_hidden_confounder,9
87,0.145082066986207,S2_hidden_confounder,9
88,-0.4210610000463214,S2_hidden_confounder,9
89,-0.21953881003518053,S2_hidden_confounder,9
90,-1.0541781073746521,S2_hidden_confounder,9
91,-0.6349068849660948,S2_hidden_confounder,9
92,-0.39113740790519136,S2_hidden_confounder,9
93,-0.0015391613714832492,S2_hidden_confounder,9
94,0.35534524819744867,S2_hidden_confounder,9
95,0.7436815742563918,S2_hidden_confounder,9
96,-0.4827314039142101,S2_hidden_confounder,9
97,-0.4775289721562858,S2_hidden_confounder,9
98,0.5005800919461653,S2_hidden_confounder,9
99,-0.08601068868921109,S2_hidden_confounder,9
100,-0.6522652658249346,S2_hidden_confounder,9
101,-0.32690071587550473,S2_hidden_confounder,9
102,0.056367347223614264,S2_hidden_confounder,9
103,0.016019488880378917,S2_hidden_confounder,9
104,-0.5159778419251877,S2_hidden_confounder,9
105,0.2006358113780442,S2_hidden_confounder,9
106,-0.4677604285458992,S2_hidden_confounder,9
107,1.176352494419077,S2_hidden_confounder,9
108,1.7472928239548242,S2_hidden_confounder,9
109,1.6077773708701577,S2_hidden_confounder,9
110,1.1444472628257867,S2_hidden_confounder,9
111,1.5126594625750986,S2_hidden_confounder,9
112,1.786265526548358,S2_hidden_confounder,9
113,1.1140954508010767,S2_hidden_confounder,9
114,1.2382019637202735,S2_hidden_confounder,9
115,2.141705151701678,S2_hidden_confounder,9
116,0.10978388888060935,S2_hidden_confounder,9
117,-1.2116202606816247,S2_hidden_confounder,9
118,-1.9467985751697834,S2_hidden_confounder,9
119,-0.8703708928054227,S2_hidden_confounder,9
120,-1.0786974495652721,S2_hidden_confounder,9
121,-0.5084659777456915,S2_hidden_confounder,9
122,-1.6321190943300674,S2_hidden_confounder,9
123,-1.0679215560919995,S2_hidden_confounder,9
124,-0.3307534370657527,S2_hidden_confounder,9
125,-2.491337036481246,S2_hidden_confounder,9
126,-1.801671570841719,S2_hidden_confounder,9
127,-1.2449195194326217,S2_hidden_confounder,9
128,-0.16421146617623714,S2_hidden_confounder,9
129,0.48211879148682746,S2_hidden_confounder,9
130,0.38541671843319514,S2_hidden_confounder,9
131,0.7603660801129709,S2_hidden_confounder,9
132,0.06425048857303228,S2_hidden_confounder,9
133,0.5984987200945286,S2_hidden_confounder,9
134,-0.5325303276353675,S2_hidden_confounder,9
135,-1.1720547941730208,S2_hidden_confounder,9
136,-2.161403457636822,S2_hidden_confounder,9
137,-2.2544471587301467,S2_hidden_confounder,9
138,-1.5801517966304395,S2_hidden_confounder,9
139,-0.5042176487682811,S2_hidden_confounder,9
140,1.0336172056164081,S2_hidden_confounder,9
141,0.10893959952145085,S2_hidden_confounder,9
142,0.2832710054083763,S2_hidden_confounder,9
143,0.44325011100193135,S2_hidden_confounder,9
