t,hidden_U,dataset,seed
0,0.06044998849133317,S2_hidden_confounder,5
1,0.7061075049146088,S2_hidden_confounder,5
2,-0.5401892290974627,S2_hidden_confounder,5
3,-1.378850387615171,S2_hidden_confounder,5
4,-0.7242075095392168,S2_hidden_confounder,5
5,-0.8502998296069533,S2_hidden_confounder,5
6,-0.6159968577245608,S2_hidden_confounder,5
7,0.7119272741770818,S2_hidden_confounder,5
8,0.43731072208203003,S2_hidden_confounder,5
9,0.624984606762126,S2_hidden_confounder,5
10,-0.5027692673344832,S2_hidden_confounder,5
11,-1.4042560523191827,S2_hidden_confounder,5
12,-1.7342467960735297,S2_hidden_confounder,5
13,-1.6602351564998739,S2_hidden_confounder,5
14,-0.7227733299878665,S2_hidden_confounder,5
15,0.20138364251392346,S2_hidden_confounder,5
16,1.4196383592122837,S2_hidden_confounder,5
17,0.3475462152455351,S2_hidden_confounder,5
18,0.8690101204886136,S2_hidden_confounder,5
19,0.046778115514376196,S2_hidden_confounder,5
20,-1.2075724414002589,S2_hidden_confounder,5
21,0.3486285844002635,S2_hidden_confounder,5
22,0.6778507109611597,S2_hidden_confounder,5
23,-0.0813192121100953,S2_hidden_confounder,5
24,-0.20887646113655683,S2_hidden_confounder,5
25,0.49837508473344355,S2_hidden_confounder,5
26,1.8133703696943682,S2_hidden_confounder,5
27,2.0550534489760865,S2_hidden_confounder,5
28,2.068487897563389,S2_hidden_confounder,5
29,0.9207847010439172,S2_hidden_confounder,5
30,-0.534222903488975,S2_hidden_confounder,5
31,-0.3620962715276756,S2_hidden_confounder,5
32,-1.21860594268896,S2_hidden_confounder,5
33,-1.1570802268710447,S2_hidden_confounder,5
34,0.23125249814532745,S2_hidden_confounder,5
35,0.3872999148204074,S2_hidden_confounder,5
36,-0.496345962230971,S2_hidden_confounder,5
37,-1.6345902033411246,S2_hidden_confounder,5
38,-1.9401205271238584,S2_hidden_confounder,5
39,-0.8375890780296406,S2_hidden_confounder,5
40,-2.385038345188055,S2_hidden_confounder,5
41,-2.5279180189980326,S2_hidden_confounder,5
42,-1.3467182363786554,S2_hidden_confounder,5
43,-1.3803165788013423,S2_hidden_confounder,5
44,-0.9887621620500004,S2_hidden_confounder,5
45,-1.5159757912431595,S2_hidden_confounder,5
46,-0.3449322721683256,S2_hidden_confounder,5
47,1.510391046033163,S2_hidden_confounder,5
48,1.47013592501361,S2_hidden_confounder,5
49,2.1801700262579424,S2_hidden_confounder,5
50,1.267884107752714,S2_hidden_confounder,5
51,1.2122440480597105,S2_hidden_confounder,5
52,0.9020056414537196,S2_hidden_confounder,5
53,-0.6207099361157982,S2_hidden_confounder,5
54,-0.4864352409585415,S2_hidden_confounder,5
55,-0.3517383754469523,S2_hidden_confounder,5
56,-0.5860619671790063,S2_hidden_confounder,5
57,-0.625657548940608,S2_hidden_confounder,5
58,-1.7711826196888445,S2_hidden_confounder,5
59,-0.7507068314627239,S2_hidden_confounder,5
60,-1.092053841041965,S2_hidden_confounder,5
61,-0.5760575818713973,S2_hidden_confounder,5
62,-0.7617838224349227,S2_hidden_confounder,5
63,0.21895918443001228,S2_hidden_confounder,5
64,0.23054955617658968,S2_hidden_confounder,5
65,0.6975060315163051,S2_hidden_confounder,5
66,-0.37665722841219634,S2_hidden_confounder,5
67,0.2525803247425714,S2_hidden_confounder,5
68,0.5433944386109436,S2_hidden_confounder,5
69,0.28925282591052126,S2_hidden_confounder,5
70,-0.13483767086927892,S2_hidden_confounder,5
71,0.1851868631932231,S2_hidden_confounder,5
72,0.5279179994161126,S2_hidden_confounder,5
73,0.36389307100327045,S2_hidden_confounder,5
74,0.37028690197912645,S2_hidden_confounder,5
75,-0.024593853820016505,S2_hidden_confounder,5
76,-0.5047900736335652,S2_hidden_confounder,5
77,-1.3361708658644287,S2_hidden_confounder,5
78,-0.14739001933566728,S2_hidden_confounder,5
79,0.22359774862299808,S2_hidden_confounder,5
80,0.29423854233565006,S2_hidden_confounder,5
