t,dataset,seed
0,S3_nonlinear_nonmonotonic,0
1,S3_nonlinear_nonmonotonic,0
2,S3_nonlinear_nonmonotonic,0
3,S3_nonlinear_nonmonotonic,0
4,S3_nonlinear_nonmonotonic,0
5,S3_nonlinear_nonmonotonic,0
6,S3_nonlinear_nonmonotonic,0
7,S3_nonlinear_nonmonotonic,0
8,S3_nonlinear_nonmonotonic,0
9,S3_nonlinear_nonmonotonic,0
10,S3_nonlinear_nonmonotonic,0
11,S3_nonlinear_nonmonotonic,0
12,S3_nonlinear_nonmonotonic,0
13,S3_nonlinear_nonmonotonic,0
14,S3_nonlinear_nonmonotonic,0
15,S3_nonlinear_nonmonotonic,0
16,S3_nonlinear_nonmonotonic,0
17,S3_nonlinear_nonmonotonic,0
18,S3_nonlinear_nonmonotonic,0
19,S3_nonlinear_nonmonotonic,0
20,S3_nonlinear_nonmonotonic,0
21,S3_nonlinear_nonmonotonic,0
22,S3_nonlinear_nonmonotonic,0
23,S3_nonlinear_nonmonotonic,0
24,S3_nonlinear_nonmonotonic,0
25,S3_nonlinear_nonmonotonic,0
26,S3_nonlinear_nonmonotonic,0
27,S3_nonlinear_nonmonotonic,0
28,S3_nonlinear_nonmonotonic,0
29,S3_nonlinear_nonmonotonic,0
30,S3_nonlinear_nonmonotonic,0
31,S3_nonlinear_nonmonotonic,0
32,S3_nonlinear_nonmonotonic,0
33,S3_nonlinear_nonmonotonic,0
34,S3_nonlinear_nonmonotonic,0
35,S3_nonlinear_nonmonotonic,0
36,S3_nonlinear_nonmonotonic,0
37,S3_nonlinear_nonmonotonic,0
38,S3_nonlinear_nonmonotonic,0
39,S3_nonlinear_nonmonotonic,0
40,S3_nonlinear_nonmonotonic,0
41,S3_nonlinear_nonmonotonic,0
42,S3_nonlinear_nonmonotonic,0
43,S3_nonlinear_nonmonotonic,0
44,S3_nonlinear_nonmonotonic,0
45,S3_nonlinear_nonmonotonic,0
46,S3_nonlinear_nonmonotonic,0
47,S3_nonlinear_nonmonotonic,0
48,S3_nonlinear_nonmonotonic,0
49,S3_nonlinear_nonmonotonic,0
50,S3_nonlinear_nonmonotonic,0
51,S3_nonlinear_nonmonotonic,0
52,S3_nonlinear_nonmonotonic,0
53,S3_nonlinear_nonmonotonic,0
54,S3_nonlinear_nonmonotonic,0
55,S3_nonlinear_nonmonotonic,0
56,S3_nonlinear_nonmonotonic,0
57,S3_nonlinear_nonmonotonic,0
58,S3_nonlinear_nonmonotonic,0
59,S3_nonlinear_nonmonotonic,0
60,S3_nonlinear_nonmonotonic,0
61,S3_nonlinear_nonmonotonic,0
62,S3_nonlinear_nonmonotonic,0
63,S3_nonlinear_nonmonotonic,0
64,S3_nonlinear_nonmonotonic,0
65,S3_nonlinear_nonmonotonic,0
66,S3_nonlinear_nonmonotonic,0
67,S3_nonlinear_nonmonotonic,0
68,S3_nonlinear_nonmonotonic,0
69,S3_nonlinear_nonmonotonic,0
70,S3_nonlinear_nonmonotonic,0
71,S3_nonlinear_nonmonotonic,0
72,S3_nonlinear_nonmonotonic,0
73,S3_nonlinear_nonmonotonic,0
74,S3_nonlinear_nonmonotonic,0
75,S3_nonlinear_nonmonotonic,0
76,S3_nonlinear_nonmonotonic,0
77,S3_nonlinear_nonmonotonic,0
78,S3_nonlinear_nonmonotonic,0
79,S3_nonlinear_nonmonotonic,0
80,S3_nonlinear_nonmonotonic,0
81,S3_nonlinear_nonmonotonic,0
82,S3_nonlinear_nonmonotonic,0
