t,hidden_U,dataset,seed
0,-2.310356465723727,S2_hidden_confounder,0
1,-2.584510847449126,S2_hidden_confounder,0
2,-1.9923922087632524,S2_hidden_confounder,0
3,-1.1877883390781137,S2_hidden_confounder,0
4,-0.9071787668388045,S2_hidden_confounder,0
5,-0.8484037023553377,S2_hidden_confounder,0
6,-0.7588943945339774,S2_hidden_confounder,0
7,-1.8632218647760013,S2_hidden_confounder,0
8,-0.8167755799281713,S2_hidden_confounder,0
9,-0.11844132143961042,S2_hidden_confounder,0
10,0.3369724730151107,S2_hidden_confounder,0
11,0.35967956907351134,S2_hidden_confounder,0
12,-0.3807570317302923,S2_hidden_confounder,0
13,-0.5273178479025484,S2_hidden_confounder,0
14,-0.5810331876087232,S2_hidden_confounder,0
15,-1.0186405004926973,S2_hidden_confounder,0
16,0.27979229613762724,S2_hidden_confounder,0
17,0.4445765977518719,S2_hidden_confounder,0
18,1.3894093893260473,S2_hidden_confounder,0
19,1.6157213012148794,S2_hidden_confounder,0
20,1.2951250883217504,S2_hidden_confounder,0
21,0.7032188641873632,S2_hidden_confounder,0
22,0.5591945572143215,S2_hidden_confounder,0
23,0.051207712834735894,S2_hidden_confounder,0
24,-0.5983762809994848,S2_hidden_confounder,0
25,-1.0826165722235646,S2_hidden_confounder,0
26,-0.5587331860853683,S2_hidden_confounder,0
27,-1.2482037146439993,S2_hidden_confounder,0
28,-1.0005034612374932,S2_hidden_confounder,0
29,-1.664983909976321,S2_hidden_confounder,0
30,-0.35185995532664743,S2_hidden_confounder,0
31,-0.3370883520036078,S2_hidden_confounder,0
32,-0.39089013874708883,S2_hidden_confounder,0
33,-0.11073431611006596,S2_hidden_confounder,0
34,-0.3595967269139786,S2_hidden_confounder,0
35,-1.1710424578361482,S2_hidden_confounder,0
36,-1.1421375036766217,S2_hidden_confounder,0
37,0.18011444583136663,S2_hidden_confounder,0
38,0.32060567160522463,S2_hidden_confounder,0
39,0.9790671343401611,S2_hidden_confounder,0
40,2.363741450012287,S2_hidden_confounder,0
41,1.8212897930401755,S2_hidden_confounder,0
42,1.1491005890608532,S2_hidden_confounder,0
43,1.6602486174570552,S2_hidden_confounder,0
44,1.2057597136133584,S2_hidden_confounder,0
45,0.14367979127387906,S2_hidden_confounder,0
46,-0.7976353548373837,S2_hidden_confounder,0
47,-1.0349153770782056,S2_hidden_confounder,0
48,-0.5561674197912687,S2_hidden_confounder,0
49,-0.6250912393803529,S2_hidden_confounder,0
50,-0.7020509760907829,S2_hidden_confounder,0
51,-1.2857316005679365,S2_hidden_confounder,0
52,-1.2318703612424753,S2_hidden_confounder,0
53,-0.8200095991123806,S2_hidden_confounder,0
54,-1.8088284092603002,S2_hidden_confounder,0
55,-1.8358382944334628,S2_hidden_confounder,0
56,0.15958467799378034,S2_hidden_confounder,0
57,0.8458332070108351,S2_hidden_confounder,0
58,1.4545705169323138,S2_hidden_confounder,0
59,-0.3691039585005177,S2_hidden_confounder,0
60,-0.3533694819904105,S2_hidden_confounder,0
61,0.0686475464526887,S2_hidden_confounder,0
62,0.005169827891157354,S2_hidden_confounder,0
63,0.5789469150615633,S2_hidden_confounder,0
64,0.6649009521434999,S2_hidden_confounder,0
65,0.8469230170847156,S2_hidden_confounder,0
66,1.280203738513277,S2_hidden_confounder,0
67,-0.27518047867282397,S2_hidden_confounder,0
68,0.03245200665384072,S2_hidden_confounder,0
69,-0.7702600031764163,S2_hidden_confounder,0
70,-0.2508595516519495,S2_hidden_confounder,0
71,0.7002773425357164,S2_hidden_confounder,0
72,0.4297960370543687,S2_hidden_confounder,0
73,-0.7767396736865018,S2_hidden_confounder,0
74,-1.4714274794981888,S2_hidden_confounder,0
75,-1.0677948333666576,S2_hidden_confounder,0
76,-1.1772820251051686,S2_hidden_confounder,0
77,0.2476461360757016,S2_hidden_confounder,0
78,-0.029608740800641464,S2_hidden_confounder,0
79,1.212302801738699,S2_hidden_confounder,0
80,0.8344487279165413,S2_hidden_confounder,0
81,-0.1673034818417384,S2_hidden_confounder,0
82,1.3750523871138955,S2_hidden_confounder,0
83,0.7565800114713133,S2_hidden_confounder,0
84,1.528673846215687,S2_hidden_confounder,0
85,2.058737108314492,S2_hidden_confounder,0
86,1.3349584564484354,S2_hidden_confounder,0
87,1.3960580763574981,S2_hidden_confounder,0
88,1.6342996330489232,S2_hidden_confounder,0
89,2.071645299040792,S2_hidden_confounder,0
90,1.267865596186513,S2_hidden_confounder,0
91,0.15765304033994143,S2_hidden_confounder,0
92,0.8885211856769818,S2_hidden_confounder,0
93,1.0151586608073466,S2_hidden_confounder,0
94,-0.5457884219589906,S2_hidden_confounder,0
95,0.3314466276110183,S2_hidden_confounder,0
96,-0.6983558936328641,S2_hidden_confounder,0
97,-0.7323556948865568,S2_hidden_confounder,0
98,-0.9137640468415856,S2_hidden_confounder,0
99,-0.8314708382263916,S2_hidden_confounder,0
100,-0.6078942787142279,S2_hidden_confounder,0
101,-1.056742719171019,S2_hidden_confounder,0
102,-0.05341419062766287,S2_hidden_confounder,0
103,0.3345656122350815,S2_hidden_confounder,0
104,0.6617900928244189,S2_hidden_confounder,0
105,1.3162235898664087,S2_hidden_confounder,0
106,1.7660004863374408,S2_hidden_confounder,0
107,1.3705550429729692,S2_hidden_confounder,0
108,1.0874920552711602,S2_hidden_confounder,0
109,0.3777012593195383,S2_hidden_confounder,0
110,0.5362381736461871,S2_hidden_confounder,0
111,0.1729345267447506,S2_hidden_confounder,0
112,-1.0504688039659644,S2_hidden_confounder,0
113,-0.43440784019198403,S2_hidden_confounder,0
114,-0.9990506677554097,S2_hidden_confounder,0
115,0.2941571097492768,S2_hidden_confounder,0
116,1.4481628719616952,S2_hidden_confounder,0
117,1.5186793494957855,S2_hidden_confounder,0
118,0.36192956160899586,S2_hidden_confounder,0
119,0.3114049080307645,S2_hidden_confounder,0
120,-0.4685277379108098,S2_hidden_confounder,0
121,-0.8368292979850727,S2_hidden_confounder,0
122,-1.194695173489748,S2_hidden_confounder,0
123,-0.9223913466843731,S2_hidden_confounder,0
124,-0.581783020906015,S2_hidden_confounder,0
