t,hidden_U,dataset,seed
0,0.7510443727656592,S2_hidden_confounder,3
1,0.24072620076436235,S2_hidden_confounder,3
2,0.5348750523689629,S2_hidden_confounder,3
3,-0.0845949774055662,S2_hidden_confounder,3
4,-0.4747610491868965,S2_hidden_confounder,3
5,-0.8265474231948707,S2_hidden_confounder,3
6,-0.7897129615881662,S2_hidden_confounder,3
7,-1.3241350713982032,S2_hidden_confounder,3
8,-1.6000517932913816,S2_hidden_confounder,3
9,-0.9927366523035351,S2_hidden_confounder,3
10,-1.6684752290588227,S2_hidden_confounder,3
11,-1.5063193165690016,S2_hidden_confounder,3
12,-1.552909901547707,S2_hidden_confounder,3
13,-1.3403113304186913,S2_hidden_confounder,3
14,-0.13545238518353817,S2_hidden_confounder,3
15,-0.687026110186335,S2_hidden_confounder,3
16,0.6509459893419152,S2_hidden_confounder,3
17,-0.9448367361147615,S2_hidden_confounder,3
18,-1.3746497405274984,S2_hidden_confounder,3
19,-0.49925693502694346,S2_hidden_confounder,3
20,-2.1609604938545535,S2_hidden_confounder,3
21,-1.734498061470549,S2_hidden_confounder,3
22,-0.9390099965125491,S2_hidden_confounder,3
23,-1.7347188124208532,S2_hidden_confounder,3
24,-0.1785654907833709,S2_hidden_confounder,3
25,1.1902489549686393,S2_hidden_confounder,3
26,0.8548151203440936,S2_hidden_confounder,3
27,0.5914738511888012,S2_hidden_confounder,3
28,0.983717819969371,S2_hidden_confounder,3
29,1.3873904246425999,S2_hidden_confounder,3
30,0.6333502025459895,S2_hidden_confounder,3
31,0.13658032076541743,S2_hidden_confounder,3
32,1.572112461961041,S2_hidden_confounder,3
33,1.2690495823619106,S2_hidden_confounder,3
34,0.7626847736990789,S2_hidden_confounder,3
35,-0.10241062170801384,S2_hidden_confounder,3
36,-2.2184089600465198,S2_hidden_confounder,3
37,-1.6714768737977956,S2_hidden_confounder,3
38,-1.136159820260331,S2_hidden_confounder,3
39,-0.8573912348621531,S2_hidden_confounder,3
40,-0.7507224449249915,S2_hidden_confounder,3
41,0.056152177682453217,S2_hidden_confounder,3
42,0.23823886955299456,S2_hidden_confounder,3
43,0.29846415923738606,S2_hidden_confounder,3
44,0.06277595959775555,S2_hidden_confounder,3
