t,dataset,seed
0,S4_feedback_mixed_lag,1
1,S4_feedback_mixed_lag,1
2,S4_feedback_mixed_lag,1
3,S4_feedback_mixed_lag,1
4,S4_feedback_mixed_lag,1
5,S4_feedback_mixed_lag,1
6,S4_feedback_mixed_lag,1
7,S4_feedback_mixed_lag,1
8,S4_feedback_mixed_lag,1
9,S4_feedback_mixed_lag,1
10,S4_feedback_mixed_lag,1
11,S4_feedback_mixed_lag,1
12,S4_feedback_mixed_lag,1
13,S4_feedback_mixed_lag,1
14,S4_feedback_mixed_lag,1
15,S4_feedback_mixed_lag,1
16,S4_feedback_mixed_lag,1
17,S4_feedback_mixed_lag,1
18,S4_feedback_mixed_lag,1
19,S4_feedback_mixed_lag,1
20,S4_feedback_mixed_lag,1
21,S4_feedback_mixed_lag,1
22,S4_feedback_mixed_lag,1
23,S4_feedback_mixed_lag,1
24,S4_feedback_mixed_lag,1
25,S4_feedback_mixed_lag,1
26,S4_feedback_mixed_lag,1
27,S4_feedback_mixed_lag,1
28,S4_feedback_mixed_lag,1
29,S4_feedback_mixed_lag,1
30,S4_feedback_mixed_lag,1
31,S4_feedback_mixed_lag,1
32,S4_feedback_mixed_lag,1
33,S4_feedback_mixed_lag,1
34,S4_feedback_mixed_lag,1
35,S4_feedback_mixed_lag,1
36,S4_feedback_mixed_lag,1
37,S4_feedback_mixed_lag,1
38,S4_feedback_mixed_lag,1
39,S4_feedback_mixed_lag,1
40,S4_feedback_mixed_lag,1
41,S4_feedback_mixed_lag,1
42,S4_feedback_mixed_lag,1
43,S4_feedback_mixed_lag,1
44,S4_feedback_mixed_lag,1
45,S4_feedback_mixed_lag,1
46,S4_feedback_mixed_lag,1
47,S4_feedback_mixed_lag,1
48,S4_feedback_mixed_lag,1
49,S4_feedback_mixed_lag,1
50,S4_feedback_mixed_lag,1
51,S4_feedback_mixed_lag,1
52,S4_feedback_mixed_lag,1
53,S4_feedback_mixed_lag,1
54,S4_feedback_mixed_lag,1
55,S4_feedback_mixed_lag,1
56,S4_feedback_mixed_lag,1
57,S4_feedback_mixed_lag,1
58,S4_feedback_mixed_lag,1
59,S4_feedback_mixed_lag,1
60,S4_feedback_mixed_lag,1
61,S4_feedback_mixed_lag,1
62,S4_feedback_mixed_lag,1
63,S4_feedback_mixed_lag,1
64,S4_feedback_mixed_lag,1
65,S4_feedback_mixed_lag,1
66,S4_feedback_mixed_lag,1
67,S4_feedback_mixed_lag,1
68,S4_feedback_mixed_lag,1
69,S4_feedback_mixed_lag,1
70,S4_feedback_mixed_lag,1
71,S4_feedback_mixed_lag,1
72,S4_feedback_mixed_lag,1
73,S4_feedback_mixed_lag,1
74,S4_feedback_mixed_lag,1
75,S4_feedback_mixed_lag,1
76,S4_feedback_mixed_lag,1
77,S4_feedback_mixed_lag,1
78,S4_feedback_mixed_lag,1
79,S4_feedback_mixed_lag,1
80,S4_feedback_mixed_lag,1
81,S4_feedback_mixed_lag,1
82,S4_feedback_mixed_lag,1
83,S4_feedback_mixed_lag,1
84,S4_feedback_mixed_lag,1
85,S4_feedback_mixed_lag,1
86,S4_feedback_mixed_lag,1
87,S4_feedback_mixed_lag,1
88,S4_feedback_mixed_lag,1
89,S4_feedback_mixed_lag,1
90,S4_feedback_mixed_lag,1
91,S4_feedback_mixed_lag,1
92,S4_feedback_mixed_lag,1
93,S4_feedback_mixed_lag,1
94,S4_feedback_mixed_lag,1
95,S4_feedback_mixed_lag,1
96,S4_feedback_mixed_lag,1
97,S4_feedback_mixed_lag,1
98,S4_feedback_mixed_lag,1
99,S4_feedback_mixed_lag,1
100,S4_feedback_mixed_lag,1
101,S4_feedback_mixed_lag,1
102,S4_feedback_mixed_lag,1
103,S4_feedback_mixed_lag,1
104,S4_feedback_mixed_lag,1
105,S4_feedback_mixed_lag,1
106,S4_feedback_mixed_lag,1
107,S4_feedback_mixed_lag,1
108,S4_feedback_mixed_lag,1
109,S4_feedback_mixed_lag,1
110,S4_feedback_mixed_lag,1
111,S4_feedback_mixed_lag,1
112,S4_feedback_mixed_lag,1
113,S4_feedback_mixed_lag,1
114,S4_feedback_mixed_lag,1
115,S4_feedback_mixed_lag,1
116,S4_feedback_mixed_lag,1
117,S4_feedback_mixed_lag,1
118,S4_feedback_mixed_lag,1
119,S4_feedback_mixed_lag,1
120,S4_feedback_mixed_lag,1
121,S4_feedback_mixed_lag,1
122,S4_feedback_mixed_lag,1
123,S4_feedback_mixed_lag,1
124,S4_feedback_mixed_lag,1
125,S4_feedback_mixed_lag,1
126,S4_feedback_mixed_lag,1
127,S4_feedback_mixed_lag,1
128,S4_feedback_mixed_lag,1
129,S4_feedback_mixed_lag,1
130,S4_feedback_mixed_lag,1
131,S4_feedback_mixed_lag,1
132,S4_feedback_mixed_lag,1
133,S4_feedback_mixed_lag,1
134,S4_feedback_mixed_lag,1
135,S4_feedback_mixed_lag,1
136,S4_feedback_mixed_lag,1
137,S4_feedback_mixed_lag,1
138,S4_feedback_mixed_lag,1
139,S4_feedback_mixed_lag,1
140,S4_feedback_mixed_lag,1
141,S4_feedback_mixed_lag,1
142,S4_feedback_mixed_lag,1
143,S4_feedback_mixed_lag,1
144,S4_feedback_mixed_lag,1
145,S4_feedback_mixed_lag,1
146,S4_feedback_mixed_lag,1
147,S4_feedback_mixed_lag,1
148,S4_feedback_mixed_lag,1
149,S4_feedback_mixed_lag,1
150,S4_feedback_mixed_lag,1
151,S4_feedback_mixed_lag,1
152,S4_feedback_mixed_lag,1
153,S4_feedback_mixed_lag,1
154,S4_feedback_mixed_lag,1
155,S4_feedback_mixed_lag,1
156,S4_feedback_mixed_lag,1
157,S4_feedback_mixed_lag,1
158,S4_feedback_mixed_lag,1
159,S4_feedback_mixed_lag,1
160,S4_feedback_mixed_lag,1
161,S4_feedback_mixed_lag,1
162,S4_feedback_mixed_lag,1
163,S4_feedback_mixed_lag,1
164,S4_feedback_mixed_lag,1
165,S4_feedback_mixed_lag,1
166,S4_feedback_mixed_lag,1
167,S4_feedback_mixed_lag,1
168,S4_feedback_mixed_lag,1
