t,dataset,seed
0,S0_linear_mixed_strength,5
1,S0_linear_mixed_strength,5
2,S0_linear_mixed_strength,5
3,S0_linear_mixed_strength,5
4,S0_linear_mixed_strength,5
5,S0_linear_mixed_strength,5
6,S0_linear_mixed_strength,5
7,S0_linear_mixed_strength,5
8,S0_linear_mixed_strength,5
9,S0_linear_mixed_strength,5
10,S0_linear_mixed_strength,5
11,S0_linear_mixed_strength,5
12,S0_linear_mixed_strength,5
13,S0_linear_mixed_strength,5
14,S0_linear_mixed_strength,5
15,S0_linear_mixed_strength,5
16,S0_linear_mixed_strength,5
17,S0_linear_mixed_strength,5
18,S0_linear_mixed_strength,5
19,S0_linear_mixed_strength,5
20,S0_linear_mixed_strength,5
21,S0_linear_mixed_strength,5
22,S0_linear_mixed_strength,5
23,S0_linear_mixed_strength,5
24,S0_linear_mixed_strength,5
25,S0_linear_mixed_strength,5
26,S0_linear_mixed_strength,5
27,S0_linear_mixed_strength,5
28,S0_linear_mixed_strength,5
29,S0_linear_mixed_strength,5
30,S0_linear_mixed_strength,5
31,S0_linear_mixed_strength,5
32,S0_linear_mixed_strength,5
33,S0_linear_mixed_strength,5
34,S0_linear_mixed_strength,5
35,S0_linear_mixed_strength,5
36,S0_linear_mixed_strength,5
37,S0_linear_mixed_strength,5
38,S0_linear_mixed_strength,5
39,S0_linear_mixed_strength,5
40,S0_linear_mixed_strength,5
41,S0_linear_mixed_strength,5
42,S0_linear_mixed_strength,5
43,S0_linear_mixed_strength,5
44,S0_linear_mixed_strength,5
45,S0_linear_mixed_strength,5
46,S0_linear_mixed_strength,5
47,S0_linear_mixed_strength,5
48,S0_linear_mixed_strength,5
49,S0_linear_mixed_strength,5
50,S0_linear_mixed_strength,5
51,S0_linear_mixed_strength,5
52,S0_linear_mixed_strength,5
53,S0_linear_mixed_strength,5
54,S0_linear_mixed_strength,5
55,S0_linear_mixed_strength,5
56,S0_linear_mixed_strength,5
57,S0_linear_mixed_strength,5
58,S0_linear_mixed_strength,5
59,S0_linear_mixed_strength,5
60,S0_linear_mixed_strength,5
61,S0_linear_mixed_strength,5
62,S0_linear_mixed_strength,5
63,S0_linear_mixed_strength,5
64,S0_linear_mixed_strength,5
65,S0_linear_mixed_strength,5
66,S0_linear_mixed_strength,5
67,S0_linear_mixed_strength,5
68,S0_linear_mixed_strength,5
69,S0_linear_mixed_strength,5
70,S0_linear_mixed_strength,5
71,S0_linear_mixed_strength,5
72,S0_linear_mixed_strength,5
73,S0_linear_mixed_strength,5
74,S0_linear_mixed_strength,5
75,S0_linear_mixed_strength,5
76,S0_linear_mixed_strength,5
77,S0_linear_mixed_strength,5
78,S0_linear_mixed_strength,5
79,S0_linear_mixed_strength,5
80,S0_linear_mixed_strength,5
81,S0_linear_mixed_strength,5
82,S0_linear_mixed_strength,5
83,S0_linear_mixed_strength,5
84,S0_linear_mixed_strength,5
85,S0_linear_mixed_strength,5
86,S0_linear_mixed_strength,5
87,S0_linear_mixed_strength,5
88,S0_linear_mixed_strength,5
89,S0_linear_mixed_strength,5
90,S0_linear_mixed_strength,5
91,S0_linear_mixed_strength,5
92,S0_linear_mixed_strength,5
93,S0_linear_mixed_strength,5
94,S0_linear_mixed_strength,5
95,S0_linear_mixed_strength,5
96,S0_linear_mixed_strength,5
97,S0_linear_mixed_strength,5
98,S0_linear_mixed_strength,5
99,S0_linear_mixed_strength,5
100,S0_linear_mixed_strength,5
101,S0_linear_mixed_strength,5
102,S0_linear_mixed_strength,5
103,S0_linear_mixed_strength,5
104,S0_linear_mixed_strength,5
105,S0_linear_mixed_strength,5
106,S0_linear_mixed_strength,5
107,S0_linear_mixed_strength,5
108,S0_linear_mixed_strength,5
109,S0_linear_mixed_strength,5
110,S0_linear_mixed_strength,5
111,S0_linear_mixed_strength,5
112,S0_linear_mixed_strength,5
113,S0_linear_mixed_strength,5
114,S0_linear_mixed_strength,5
115,S0_linear_mixed_strength,5
116,S0_linear_mixed_strength,5
117,S0_linear_mixed_strength,5
118,S0_linear_mixed_strength,5
119,S0_linear_mixed_strength,5
120,S0_linear_mixed_strength,5
121,S0_linear_mixed_strength,5
122,S0_linear_mixed_strength,5
123,S0_linear_mixed_strength,5
124,S0_linear_mixed_strength,5
125,S0_linear_mixed_strength,5
126,S0_linear_mixed_strength,5
127,S0_linear_mixed_strength,5
128,S0_linear_mixed_strength,5
129,S0_linear_mixed_strength,5
130,S0_linear_mixed_strength,5
131,S0_linear_mixed_strength,5
132,S0_linear_mixed_strength,5
133,S0_linear_mixed_strength,5
134,S0_linear_mixed_strength,5
135,S0_linear_mixed_strength,5
136,S0_linear_mixed_strength,5
137,S0_linear_mixed_strength,5
138,S0_linear_mixed_strength,5
139,S0_linear_mixed_strength,5
140,S0_linear_mixed_strength,5
141,S0_linear_mixed_strength,5
142,S0_linear_mixed_strength,5
143,S0_linear_mixed_strength,5
144,S0_linear_mixed_strength,5
145,S0_linear_mixed_strength,5
146,S0_linear_mixed_strength,5
147,S0_linear_mixed_strength,5
148,S0_linear_mixed_strength,5
149,S0_linear_mixed_strength,5
150,S0_linear_mixed_strength,5
151,S0_linear_mixed_strength,5
152,S0_linear_mixed_strength,5
153,S0_linear_mixed_strength,5
154,S0_linear_mixed_strength,5
155,S0_linear_mixed_strength,5
156,S0_linear_mixed_strength,5
157,S0_linear_mixed_strength,5
158,S0_linear_mixed_strength,5
159,S0_linear_mixed_strength,5
160,S0_linear_mixed_strength,5
161,S0_linear_mixed_strength,5
162,S0_linear_mixed_strength,5
163,S0_linear_mixed_strength,5
164,S0_linear_mixed_strength,5
165,S0_linear_mixed_strength,5
166,S0_linear_mixed_strength,5
167,S0_linear_mixed_strength,5
168,S0_linear_mixed_strength,5
169,S0_linear_mixed_strength,5
170,S0_linear_mixed_strength,5
171,S0_linear_mixed_strength,5
172,S0_linear_mixed_strength,5
173,S0_linear_mixed_strength,5
174,S0_linear_mixed_strength,5
175,S0_linear_mixed_strength,5
176,S0_linear_mixed_strength,5
177,S0_linear_mixed_strength,5
178,S0_linear_mixed_strength,5
179,S0_linear_mixed_strength,5
180,S0_linear_mixed_strength,5
181,S0_linear_mixed_strength,5
